"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"2110","092807_237-5-35_S184_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999839,0.000161,2.5e-05,0.308781,0.691193,1.6e-05,0.560481,0.439486,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2111","092808_237-5-36_S185_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,7.2e-05,0.999928,0.999762,0.000238,2.5e-05,0.514516,0.485459,1.6e-05,0.394804,0.605164,1.6e-05,0.646069,0.353894,1.2e-05,1.2e-05,1.2e-05,"JC"
"2112","092809_237-5-37_S186_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999831,0.000169,2.5e-05,0.882437,0.117537,1.6e-05,0.056705,0.943262,1.6e-05,0.232981,0.766983,1.2e-05,1.2e-05,1.2e-05,"JC"
"2113","092810_237-5-38_S187_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.277124,0.722876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2114","092811_237-5-39_S188_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999839,0.000161,0.062724,2.5e-05,0.937251,1.6e-05,0.713479,0.286489,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2115","092812_237-5-40_S189_","F2xBCJC",4.9996,"1; 1; 1; 1; 1","BC2JAxBC3JC",4e-04,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.378027,0.621973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2116","092813_237-5-41_S190_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999837,0.000163,2.6e-05,2.5e-05,0.999949,1.6e-05,0.768037,0.231931,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2117","092814_237-5-42_S191_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999808,0.000192,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2118","092815_237-5-43_S192_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999864,0.000136,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2119","092816_237-5-44_S193_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.99986,0.00014,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2120","092817_237-5-45_S194_","BCJCxBC3JC",2.21813,"0.001; 0.962; 0; 0.295; 0.96","F2xBCJC",2.00305,"0.999; 0.004; 1; 0; 0","F2xBCJC",2,4,FALSE,0.192372,0.807628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2121","092818_237-5-46_S195_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.292007,0.707993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2122","092819_237-5-47_S196_","F2xBCJC",4.95938,"1; 1; 1; 0.959; 1","BCJCxBC3JC",0.02784,"0; 0; 0; 0.028; 0","F2xBCJC",5,5,TRUE,0.217335,0.782665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2123","092820_237-5-48_S197_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.277781,0.722219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2124","092821_237-5-49_S198_","F2xBCJC",4.01576,"0.02; 0.997; 1; 1; 1","BCJCxBC2JC",0.78607,"0.786; 0; 0; 0; 0","F2xBCJC",4,5,TRUE,0.216047,0.783953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2125","092822_237-5-50_S199_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.99985,0.00015,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2126","092823_237-5-51_S200_","BCJCxBC3JC",3.01607,"0.826; 0.912; 0.094; 0.225; 0.959","BC2JC",1.93779,"0.165; 0.079; 0.905; 0.772; 0.017","BCJCxBC3JC",3,5,TRUE,0.145898,0.854102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBC3JC"
"2127","092824_237-5-52_S201_","JC",4.96595,"0.967; 1; 0.999; 1; 1","BC6JC",0.03389,"0.033; 0; 0.001; 0; 0","JC",5,5,TRUE,0.000151,0.999849,0.999837,0.000163,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2128","092825_237-5-53_S202_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999849,0.000151,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2129","092826_237-5-54_S203_","BCJCxBC3JC",3.16432,"0.043; 0.983; 0.968; 0.526; 0.645","BC2JC",1.38141,"0.955; 0; 0.019; 0.091; 0.317","BCJCxBC3JC",2,3,TRUE,0.138309,0.861691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBC3JC"
"2130","092827_237-5-55_S204_","BC2JC",2.89989,"0.928; 0.054; 0.951; 0.966; 0","BCJCxBC3JC",1.29092,"0.071; 0.668; 0.048; 0.031; 0.473","BC2JC",3,3,TRUE,0.123879,0.876121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC2JC"
"2131","092828_237-5-56_S205_","BC2JC",2.73061,"0.927; 0.779; 0; 0.957; 0.068","BCJCxBC3JC",1.91656,"0.072; 0.005; 0.97; 0.01; 0.86","BC2JC",3,5,TRUE,0.130119,0.869881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC2JC"
"2132","092829_237-5-57_S206_","BC2JCxBC3JC",2.35475,"0.708; 0.529; 0.213; 0.512; 0.393","BC2JC",1.31525,"0.11; 0.348; 0.771; 0.083; 0.004","BC2JC",1,1,FALSE,0.09722,0.90278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2133","092830_237-5-58_S207_","F2xBCJC",4.68584,"1; 1; 1; 0.686; 1","BCJCxBC3JC",0.24927,"0; 0; 0; 0.249; 0","F2xBCJC",4,4,TRUE,0.207553,0.792447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2134","092831_237-5-59_S208_","F2xBCJC",4.99997,"1; 1; 1; 1; 1","BCJCxBCJC",3e-05,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.309726,0.690274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2135","092832_237-5-60_S209_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.366279,0.633721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2136","092833_237-6-1_S210_","BC2JC",3.63932,"0.862; 0.94; 0.006; 0.966; 0.866","BCJCxBC3JC",1.28329,"0.137; 0.056; 0.956; 0.013; 0.121","BC2JC",4,5,TRUE,0.13642,0.86358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC2JC"
"2137","092834_237-6-2_S211_","BC4JC",4.66904,"0.969; 0.973; 0.971; 0.895; 0.862","BC3JCxBC3JC",0.12996,"0.002; 0.001; 0.019; 0.011; 0.096","BC4JC",5,5,TRUE,0.029203,0.970797,0.544856,0.455144,0.04518,2.5e-05,0.954795,1.6e-05,0.472118,1.6e-05,0.52785,1.2e-05,0.496474,1.2e-05,0.503489,1.2e-05,"BC4JC"
"2138","092835_237-6-3_S212_","BC6JC",3.13713,"0.914; 0.986; 0.978; 0.143; 0.116","BC5JC",1.06927,"0.022; 0.005; 0.008; 0.813; 0.221","BC6JC",3,4,TRUE,0.011057,0.988943,0.709764,0.290236,2.6e-05,2.6e-05,0.999949,1.6e-05,0.393774,0.26385,0.34236,0.595348,0.096168,1.2e-05,0.30846,1.2e-05,"BC6JC"
"2139","092836_237-6-4_S213_","BC4JC",3.01647,"0.922; 0.945; 0.197; 0.629; 0.324","BC6JC",0.82998,"0.045; 0; 0.784; 0.001; 0","BC4JC",2,3,TRUE,0.031042,0.968958,0.49707,0.50293,2.5e-05,2.5e-05,0.999949,1.6e-05,0.404421,1.6e-05,0.595546,0.469339,1.2e-05,1.2e-05,0.530624,1.2e-05,"BC4JC"
"2140","092837_237-6-5_S214_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.384512,0.615488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2141","092838_237-6-7_S215_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.352313,0.647687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2142","092839_237-6-8_S216_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.313162,0.686838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2143","092840_237-6-9_S217_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.36262,0.63738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2144","092841_237-6-10_S218_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999218,0.000782,2.5e-05,0.990993,0.008982,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.98186,1.2e-05,1.2e-05,0.018103,"JC"
"2145","092842_237-6-11_S219_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999196,0.000804,2.5e-05,0.999949,2.5e-05,0.031542,1.6e-05,0.968426,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"2146","092843_237-6-12_S220_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.999826,0.000174,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"2147","092844_237-6-13_S221_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999707,0.000293,2.5e-05,0.998235,0.001739,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"2148","092845_237-6-14_S222_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.2e-05,0.999958,0.999836,0.000164,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2149","092846_237-6-15_S223_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999852,0.000148,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2150","092847_237-6-16_S224_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.6e-05,0.999954,0.999844,0.000156,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2151","092848_237-6-17_S225_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.999851,0.000149,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2152","092849_237-6-18_S226_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.99987,0.00013,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2153","092850_237-6-19_S227_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.8e-05,0.999952,0.999849,0.000151,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2154","092851_237-6-20_S228_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.99987,0.00013,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2155","092852_237-6-21_S229_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.8e-05,0.999952,0.999866,0.000134,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2156","092853_237-6-22_S230_","F2xBCJC",3.79929,"1; 0.482; 0.987; 0.996; 0.335","BCJCxBCJC",1.18993,"0; 0.518; 0.013; 0.004; 0.655","F2xBCJC",3,3,TRUE,0.259502,0.740498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2157","092854_237-6-23_S231_","BC2JC",3.5785,"0.948; 0.958; 0.971; 0.156; 0.546","BCJCxBC3JC",0.94527,"0.051; 0.033; 0.016; 0.835; 0.01","BC2JC",3,4,TRUE,0.12397,0.87603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC2JC"
"2158","092855_237-6-24_S232_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.282682,0.717318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"2159","092856_237-6-25_S233_","BC2JC",3.41867,"0.882; 0.165; 0.868; 0.961; 0.542","BCJCxBC3JC",1.01294,"0.117; 0.717; 0.131; 0.038; 0.01","BC2JC",3,3,TRUE,0.131192,0.868808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC2JC"
"2160","092857_237-6-26_S234_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,6.2e-05,0.999938,0.999833,0.000167,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2161","092858_237-6-27_S235_","BC2JCxBC3JC",3.72822,"0.968; 0.946; 0.011; 0.955; 0.848","BC2JC",0.97361,"0.002; 0; 0.971; 0; 0","BC2JCxBC3JC",4,5,TRUE,0.101333,0.898667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC2JCxBC3JC"
"2162","092859_237-6-28_S236_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.1e-05,0.999959,0.999859,0.000141,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2163","092860_237-6-29_S237_","JC",4.97843,"1; 0.98; 0.999; 1; 1","BC6JC",0.02153,"0; 0.02; 0.001; 0; 0","JC",5,5,TRUE,0.00044,0.99956,0.999848,0.000152,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2164","092861_237-6-30_S238_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999795,0.000205,2.5e-05,0.878498,0.121476,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"2165","092862_237-6-31_S239_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999847,0.000153,2.5e-05,0.87975,0.120224,0.352356,0.12876,0.518868,1.6e-05,0.500465,1.2e-05,1.2e-05,1.2e-05,0.499498,"JC"
"2166","092863_237-6-32_S240_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.999816,0.000184,2.4e-05,0.480269,0.519707,1.6e-05,0.370656,0.629312,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2167","092864_237-6-33_S241_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999827,0.000173,2.5e-05,0.94786,0.052115,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.95689,1.2e-05,1.2e-05,0.043073,"JC"
"2168","092865_237-6-34_S242_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.4e-05,0.999956,0.999777,0.000223,2.5e-05,0.857971,0.142004,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"2169","092866_237-6-35_S243_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.999848,0.000152,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2170","092867_237-6-36_S244_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999884,0.000116,2.5e-05,2.5e-05,0.99995,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2171","092868_237-6-37_S245_","JC",4.99107,"1; 1; 0.999; 0.993; 1","BC6JC",0.00583,"0; 0; 0.001; 0.004; 0","JC",5,5,TRUE,0.000192,0.999808,0.99985,0.00015,2.5e-05,0.175057,0.824917,0.024088,0.6,0.375896,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2172","092869_237-6-38_S246_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.8e-05,0.999952,0.999767,0.000233,2.5e-05,0.687838,0.312137,0.01643,0.24096,0.742594,1.6e-05,0.638646,1.2e-05,1.2e-05,1.2e-05,0.361317,"JC"
"2173","092870_237-6-39_S247_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,7.4e-05,0.999926,0.999851,0.000149,2.5e-05,0.896226,0.103748,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.927742,1.2e-05,1.2e-05,0.072221,"JC"
"2174","092871_237-6-40_S248_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.5e-05,0.999955,0.999833,0.000167,2.5e-05,0.952591,0.047383,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"2175","092872_237-6-41_S249_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.989125,0.010875,2.5e-05,0.999953,2.2e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.263691,1.2e-05,0.098894,1.2e-05,0.63739,"JC"
"2176","092873_237-6-42_S250_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.2e-05,0.999958,0.999626,0.000374,2.5e-05,0.930034,0.069941,1.6e-05,1.6e-05,0.999952,1.6e-05,0.178813,0.82115,1.2e-05,1.2e-05,1.2e-05,"JC"
"2177","092874_237-6-43_S251_","BC2JCxBC3JC",3.1545,"0.955; 0.542; 0.299; 0.545; 0.813","BC2JC",1.1192,"0.005; 0.332; 0.675; 0.103; 0.004","BC2JCxBC3JC",2,2,TRUE,0.082041,0.917959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC2JCxBC3JC"
"2178","092875_237-6-44_S252_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.999804,0.000196,2.5e-05,0.932273,0.067701,1.6e-05,0.033089,0.966878,1.6e-05,0.170974,0.828989,1.2e-05,1.2e-05,1.2e-05,"JC"
"2179","092876_237-6-45_S253_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999851,0.000149,2.5e-05,0.95168,0.048295,0.372055,1.6e-05,0.627912,1.6e-05,0.29283,1.2e-05,1.2e-05,1.2e-05,0.707133,"JC"
"2180","092877_237-6-46_S254_","BC2JCxBC3JC",2.65252,"0.598; 0.601; 0.028; 0.509; 0.917","BC2JC",1.69784,"0.351; 0.001; 0.959; 0.385; 0.002","BC2JC",1,2,FALSE,0.093955,0.906045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2181","092878_237-6-47_S255_","BC2JCxBC3JC",2.71616,"0.66; 0.947; 0.083; 0.097; 0.929","BC3JC",1.12126,"0.006; 0; 0.367; 0.747; 0","BC2JCxBC3JC",2,2,TRUE,0.075523,0.924477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2182","092879_237-6-48_S256_","BC2JCxBC3JC",2.17561,"0.012; 0.108; 0.944; 0.684; 0.428","BCJCxBC3JC",1.97973,"0.695; 0.692; 0.013; 0.261; 0.319","BC2JCxBC3JC",1,1,TRUE,0.123627,0.876373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2183","092880_237-6-49_S257_","BC2JCxBC3JC",1.75937,"0.292; 0.412; 0.122; 0.178; 0.756","BC2JC",1.60173,"0.695; 0.026; 0.001; 0.809; 0.071","BC2JC",1,2,FALSE,0.087064,0.912936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2184","092881_237-6-50_S258_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999854,0.000146,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2185","092882_237-6-51_S259_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,7e-05,0.99993,0.999803,0.000197,2.5e-05,0.035985,0.96399,1.6e-05,0.840332,0.159635,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"2186","092883_237-6-52_S260_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999864,0.000136,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
