"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"72","076864_883_S96_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.991911,0.008089,0.022228,0.977746,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.376273,1.2e-05,1.2e-05,1.2e-05,0.62369,"NewHyb_JC"
"73","076865_884_S97_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.4e-05,0.999956,"JC",0.998225,0.001775,0.024022,0.964935,0.011043,0.092535,1.6e-05,0.907433,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"74","079093_897_S98_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999117,0.000883,0.023941,0.976034,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"75","079094_901_S99_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999443,0.000557,0.018236,0.981739,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"76","079095_899_S100_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.2e-05,0.999958,"JC",0.999803,0.000197,2.5e-05,0.999949,2.6e-05,1.6e-05,0.187912,0.812055,1.6e-05,0.508104,0.491859,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"77","079096_902_S101_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.3e-05,0.999957,"JC",0.999793,0.000207,2.1e-05,0.624018,0.375961,1.6e-05,0.285463,0.714505,1.6e-05,0.931148,1.2e-05,0.068815,1.2e-05,1.2e-05,"NewHyb_JC"
"78","079097_903_S102_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.977916,0.022084,0.449561,2.6e-05,0.550414,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"79","079098_898_S103_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999799,0.000201,2.5e-05,0.77542,0.224555,1.6e-05,0.147504,0.852464,1.6e-05,0.888022,1.2e-05,0.111941,1.2e-05,1.2e-05,"NewHyb_JC"
"80","079099_904_S104_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999848,0.000152,2.5e-05,0.973717,0.026258,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"81","079100_905_S105_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.997896,0.002104,0.034493,0.965482,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"82","079101_907_S106_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.998946,0.001054,0.051841,0.65638,0.291778,1.6e-05,0.205975,0.793993,1.6e-05,0.870701,1.2e-05,0.129262,1.2e-05,1.2e-05,"NewHyb_JC"
"83","079102_900_S107_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.2e-05,0.999958,"JC",0.998872,0.001128,2.5e-05,0.999949,2.5e-05,0.155272,1.6e-05,0.844695,1.6e-05,0.052724,0.721086,1.2e-05,1.2e-05,0.226165,"NewHyb_JC"
"84","079103_906_S108_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.3e-05,0.999957,"JC",0.999716,0.000284,2.5e-05,0.999949,2.5e-05,0.107184,1.6e-05,0.892784,1.6e-05,1.2e-05,0.821386,1.2e-05,1.2e-05,0.178577,"NewHyb_JC"
"85","079104_JakeL1_S109_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999854,0.000146,2.5e-05,0.664838,0.335137,0.595289,0.312063,0.092632,1.6e-05,0.613478,1.2e-05,1.2e-05,1.2e-05,0.386486,"NewHyb_JC"
"86","079105_JakeL2_S110_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.990985,0.009015,0.032706,0.967269,2.6e-05,1.6e-05,0.239542,0.760426,1.6e-05,0.869312,1.2e-05,0.130651,1.2e-05,1.2e-05,"NewHyb_JC"
"87","079106_127_S111_","NewHyb_BCJCxBCJC",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_BCJCxBCJC",4,4,TRUE,0.273962,0.726038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBCJC"
"88","079107_27_S112_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999773,0.000227,2.5e-05,0.833262,0.166713,1.6e-05,1.6e-05,0.999952,1.6e-05,0.303705,0.640417,1.2e-05,1.2e-05,0.055853,"NewHyb_JC"
"89","079108_28_S113_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999819,0.000181,2.5e-05,0.999949,2.5e-05,0.925544,1.6e-05,0.074424,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"90","079109_31_S114_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.992727,0.007273,0.053766,0.851405,0.09483,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"91","079110_32_S115_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99972,0.00028,0.033501,0.762283,0.204216,1.6e-05,0.112638,0.88733,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"92","079111_113_S116_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.998321,0.001679,0.006834,0.99314,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.863968,1.2e-05,1.2e-05,0.135995,"NewHyb_JC"
"93","079113_30_S118_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.998842,0.001158,0.056438,0.733211,0.210351,1.6e-05,1.6e-05,0.999952,1.6e-05,0.348699,0.617801,0.033476,1.2e-05,1.2e-05,"NewHyb_JC"
"94","079114_7_S119_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.998922,0.001078,0.061512,0.636365,0.302122,1.6e-05,0.207105,0.792862,1.6e-05,0.849265,1.2e-05,0.150698,1.2e-05,1.2e-05,"NewHyb_JC"
"95","079115_1_S120_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999811,0.000189,2.5e-05,0.766048,0.233927,1.6e-05,0.174928,0.825039,1.6e-05,0.55633,0.443633,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"96","079116_4_S121_","NewHyb_F1",2.00082,"1; 0.001; 1; 0","NewHyb_BCxBC",1.99917,"0; 0.999; 0; 1","NewHyb_F1",2,4,TRUE,0.476722,0.523278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexF"
"97","079119_3_S124_","NewHyb_BCJCxBC3JC",2.63301,"0.791; 0.989; 0.83; 0.023","NewHyb_BC2JC",1.32538,"0.183; 0.001; 0.164; 0.977","NewHyb_BCJCxBC3JC",3,4,TRUE,0.134015,0.865985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"98","079122_98_S127_","NewHyb_BC2JAxBC3JC",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_BC2JAxBC3JC",4,4,TRUE,0.392728,0.607272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JAxBC3JC"
"99","079123_97_S128_","NewHyb_BC2JAxBC3JC",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_BC2JAxBC3JC",4,4,TRUE,0.389834,0.610166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JAxBC3JC"
"100","079124_96_S129_","NewHyb_BCJC",3.97822,"0.998; 1; 1; 0.98","NewHyb_BCJCxBC2JC",0.0151,"0; 0; 0; 0.015","NewHyb_BCJC",4,4,TRUE,0.219919,0.780081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJC"
"101","079125_519_S130_","NewHyb_BCxBC",2.83813,"0.838; 1; 1; 0","NewHyb_F1",1.16109,"0.161; 0; 0; 1","NewHyb_BCxBC",3,4,TRUE,0.480776,0.519224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCxBC"
"102","079126_Bridgewater-Canada1_S131_","NewHyb_BCxBC",3.98216,"0.998; 1; 0.984; 1","NewHyb_F1",0.01588,"0; 0; 0.016; 0","NewHyb_BCxBC",4,4,TRUE,0.491531,0.508469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCxBC"
"103","079127_Bridgewater-Canada1_S132_","NewHyb_BC2JAxBC3JC",3.99956,"1; 1; 1; 1","NewHyb_BCxBC",0.00044,"0; 0; 0; 0","NewHyb_BC2JAxBC3JC",4,4,TRUE,0.428405,0.571595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JAxBC3JC"
"104","079128_518_S133_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999798,0.000202,2.5e-05,0.85932,0.140654,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.957068,1.2e-05,1.2e-05,0.042895,"NewHyb_JC"
"105","079129_517_S134_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.99986,0.00014,2.5e-05,0.999949,2.5e-05,0.994489,0.005478,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"106","079130_542_S135_","NewHyb_BCxBC",2.04399,"0.999; 0.045; 0; 1","NewHyb_F1",1.95509,"0; 0.955; 1; 0","NewHyb_BCxBC",2,4,TRUE,0.48026,0.51974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexF"
"107","079131_543_S136_","NewHyb_BCJCxBC3JC",2.17549,"0.88; 0.297; 0.521; 0.478","NewHyb_BC2JC",1.68091,"0.013; 0.693; 0.458; 0.518","NewHyb_BCJCxBC3JC",1,1,TRUE,0.1764,0.8236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"108","079132_544_S137_","NewHyb_BCxBC",3.02822,"0.999; 1; 0.03; 1","NewHyb_F1",0.9711,"0.001; 0; 0.97; 0","NewHyb_BCxBC",3,4,TRUE,0.474219,0.525781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCxBC"
"109","079133_545_S138_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.999784,0.000216,2.5e-05,0.999949,2.5e-05,0.914923,0.085044,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"110","079134_546_S139_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999811,0.000189,2.5e-05,0.968789,0.031185,1.6e-05,1.6e-05,0.999952,1.6e-05,0.135764,0.676767,1.2e-05,1.2e-05,0.187444,"NewHyb_JC"
"111","079136_490_S141_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999849,0.000151,2.5e-05,0.636438,0.363537,0.009822,0.292509,0.697653,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"112","079137_488_S142_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999806,0.000194,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.076049,1.2e-05,0.923914,"NewHyb_JC"
"113","079138_250_S143_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,0.000139,0.999861,NA,0.928506,0.071494,0.09667,0.903304,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.154525,1.2e-05,0.845438,"NewHyb_JC"
"114","079139_252_S144_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.959886,0.040114,0.138672,0.799054,0.062274,1.6e-05,1.6e-05,0.999952,1.6e-05,0.056818,0.812797,0.13036,1.2e-05,1.2e-05,"NewHyb_JC"
"115","079140_249_S145_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999753,0.000247,2.5e-05,0.999949,2.5e-05,0.016233,1.6e-05,0.983735,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"116","079144_258_S149_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999858,0.000142,2.5e-05,0.999949,2.5e-05,0.914487,0.085481,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"117","079147_257_S152_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,0.000562,0.999438,NA,0.945922,0.054078,2.5e-05,0.999949,2.5e-05,0.391929,1.6e-05,0.608038,1.6e-05,1.2e-05,1.2e-05,0.004974,1.2e-05,0.994989,"NewHyb_JC"
"118","079148_447_S153_","NewHyb_BCxBC",3.08525,"0.134; 1; 0.952; 1","NewHyb_F1",0.9147,"0.866; 0; 0.048; 0","NewHyb_BCxBC",3,4,TRUE,0.487484,0.512516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCxBC"
"119","079149_446_S154_","NewHyb_BCxBC",3.01063,"0.011; 1; 1; 1","NewHyb_F1",0.98934,"0.989; 0; 0; 0","NewHyb_BCxBC",3,4,TRUE,0.492373,0.507627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCxBC"
"120","079150_445_S155_","NewHyb_JC",3.99778,"0.998; 1; 1; 1","NewHyb_BC6JC",0.00217,"0.002; 0; 0; 0","NewHyb_JC",4,4,TRUE,0.000343,0.999657,NA,0.98495,0.01505,2.5e-05,0.986232,0.013743,0.117431,1.6e-05,0.882537,1.6e-05,1.2e-05,1.2e-05,0.075142,1.2e-05,0.924821,"NewHyb_JC"
"121","079151_444_S156_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999785,0.000215,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.097856,0.746722,1.2e-05,1.2e-05,0.155398,"NewHyb_JC"
"122","079152_443_S157_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,7.1e-05,0.999929,"JC",0.97483,0.02517,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.914874,1.2e-05,1.2e-05,0.085089,"NewHyb_JC"
"123","079153_442_S158_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.994552,0.005448,0.047437,0.952538,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.83317,0.011709,1.2e-05,0.155096,"NewHyb_JC"
"124","079154_442_S159_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.965489,0.034511,0.094445,0.853284,0.052272,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.959027,0.040936,1.2e-05,1.2e-05,"NewHyb_JC"
"125","079155_440_S160_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999318,0.000682,0.027785,0.96133,0.010885,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.92384,1.2e-05,1.2e-05,0.076123,"NewHyb_JC"
"126","079156_439_S161_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.984665,0.015335,0.059224,0.890798,0.049978,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.987374,0.012589,1.2e-05,1.2e-05,"NewHyb_JC"
"127","079157_438_S162_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.982377,0.017623,0.076364,0.779023,0.144613,1.6e-05,0.103606,0.896362,1.6e-05,0.205518,0.72818,0.066278,1.2e-05,1.2e-05,"NewHyb_JC"
"128","079158_437_S163_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.9968,0.0032,0.04178,0.879932,0.078288,1.6e-05,1.6e-05,0.999952,1.6e-05,0.123168,0.876795,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"129","079159_436_S164_","NewHyb_BCJC",3.99304,"0.999; 1; 1; 0.994","NewHyb_BCJCxBC2JC",0.00414,"0; 0; 0; 0.004","NewHyb_BCJC",4,4,TRUE,0.207988,0.792012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJC"
"130","079160_435_S165_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999339,0.000661,0.020696,0.979279,2.5e-05,0.000934,1.6e-05,0.999034,1.6e-05,1.2e-05,0.844028,1.2e-05,1.2e-05,0.155935,"NewHyb_JC"
"131","079161_434_S166_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999822,0.000178,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"132","079162_433_S167_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999719,0.000281,2.5e-05,0.999949,2.5e-05,0.152222,1.6e-05,0.847745,1.6e-05,1.2e-05,0.539488,1.2e-05,1.2e-05,0.460475,"NewHyb_JC"
"133","079163_432_S168_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.96668,0.03332,0.080133,0.919842,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.266124,1.2e-05,0.162849,1.2e-05,0.571003,"NewHyb_JC"
"134","079164_431_S169_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999834,0.000166,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.321878,1.2e-05,0.007369,1.2e-05,0.670728,"NewHyb_JC"
"135","079165_430_S170_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.97066,0.02934,2.5e-05,0.854582,0.145393,1.6e-05,0.091461,0.908507,1.6e-05,1.2e-05,0.954242,0.045721,1.2e-05,1.2e-05,"NewHyb_JC"
"136","079166_429_S171_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.988786,0.011214,2.5e-05,0.989886,0.010089,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.965225,1.2e-05,1.2e-05,0.034738,"NewHyb_JC"
"137","079167_428_S172_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999759,0.000241,2.5e-05,0.984657,0.015318,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.719042,1.2e-05,1.2e-05,0.280921,"NewHyb_JC"
"138","079168_454_S173_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.994316,0.005684,2.5e-05,0.999949,2.5e-05,0.092538,1.6e-05,0.90743,1.6e-05,1.2e-05,0.70791,0.024838,1.2e-05,0.267227,"NewHyb_JC"
"139","079169_453_S174_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.8e-05,0.999952,"JC",0.978803,0.021197,2.5e-05,0.999949,2.5e-05,0.053368,1.6e-05,0.9466,1.6e-05,1.2e-05,0.709907,1.2e-05,1.2e-05,0.290056,"NewHyb_JC"
"140","079170_452_S175_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999792,0.000208,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.904651,1.2e-05,1.2e-05,0.095312,"NewHyb_JC"
"141","079171_451_S176_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999516,0.000484,0.016646,0.983329,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.961263,1.2e-05,1.2e-05,0.0387,"NewHyb_JC"
"142","079172_450_S177_","NewHyb_F1",3.89702,"0.999; 1; 0.899; 1","NewHyb_BCxBC",0.10298,"0.001; 0; 0.101; 0","NewHyb_F1",4,4,TRUE,0.47824,0.52176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_F1"
"143","079173_449_S178_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.987556,0.012444,0.060735,0.915677,0.023589,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
