"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"2368","095219_237-10-30_S86_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999692,0.000308,2.5e-05,0.705686,0.294288,1.6e-05,1.6e-05,0.999952,1.6e-05,0.41601,0.583953,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2369","095220_237-10-31_S87_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.999763,0.000237,2.5e-05,0.430843,0.569132,1.6e-05,0.478987,0.52098,1.6e-05,0.983464,1.2e-05,0.016499,1.2e-05,1.2e-05,"NewHyb_JC"
"2370","095221_237-10-32_S88_","NewHyb_BCJA",3.98813,"0.988; 1; 1; 1","NewHyb_BCJAxBC2JA",0.00811,"0.008; 0; 0; 0","NewHyb_BCJA",4,4,TRUE,0.778929,0.221071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJA"
"2371","095222_237-10-33_S89_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,6.5e-05,0.999935,"JC",0.999789,0.000211,2.5e-05,0.58601,0.413965,1.6e-05,0.297371,0.702597,1.6e-05,0.968622,1.2e-05,0.031341,1.2e-05,1.2e-05,"NewHyb_JC"
"2372","095223_237-10-34_S90_","NewHyb_F1",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_F1",4,4,TRUE,0.490027,0.509973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_F1"
"2373","095224_237-10-35_S91_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.99976,0.00024,2.5e-05,0.975965,0.024009,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2374","095225_237-10-36_S92_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999832,0.000168,2.5e-05,0.965333,0.034641,1.6e-05,1.6e-05,0.999952,1.6e-05,0.441593,1.2e-05,0.054631,1.2e-05,0.503752,"NewHyb_JC"
"2375","095226_237-10-37_S93_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999671,0.000329,2.5e-05,0.883241,0.116733,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2376","095227_237-10-38_S94_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999767,0.000233,2.5e-05,0.918055,0.081919,1.6e-05,1.6e-05,0.999952,1.6e-05,0.105359,0.894604,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2377","095228_237-10-39_S95_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999845,0.000155,2.5e-05,0.734049,0.265926,0.121401,0.219358,0.659225,1.6e-05,0.570372,0.135571,1.2e-05,1.2e-05,0.294033,"NewHyb_JC"
"2378","095229_237-10-40_S96_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.993858,0.006142,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2379","095230_237-10-41_S97_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999841,0.000159,2.5e-05,0.924616,0.075359,0.312295,0.086769,0.60092,1.6e-05,1.2e-05,0.571078,1.2e-05,1.2e-05,0.428885,"NewHyb_JC"
"2380","095231_237-10-42_S98_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.999799,0.000201,0.01819,0.149454,0.832356,1.6e-05,0.635167,0.3648,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2381","095232_237-10-43_S99_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999879,0.000121,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2382","095233_237-10-44_S100_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999862,0.000138,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2383","095234_237-10-45_S101_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999863,0.000137,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2384","095235_237-10-46_S102_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999818,0.000182,2.5e-05,0.114155,0.88582,1.6e-05,0.612697,0.387271,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2385","095236_237-10-47_S103_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999849,0.000151,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2386","095237_237-10-48_S104_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999862,0.000138,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2387","095238_237-10-49_S105_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999863,0.000137,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2388","095239_237-10-50_S106_","NewHyb_JC",3.99474,"1; 0.999; 1; 0.996","NewHyb_BC6JC",0.00524,"0; 0.001; 0; 0.004","NewHyb_JC",4,4,TRUE,0.001243,0.998757,NA,0.999748,0.000252,2.5e-05,0.148454,0.851521,0.378346,0.621622,1.6e-05,1.6e-05,0.798433,1.2e-05,1.2e-05,1.2e-05,0.20153,"NewHyb_JC"
"2389","095240_237-10-51_S107_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999859,0.000141,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2390","095241_237-10-52_S108_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999867,0.000133,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2391","095242_237-10-53_S109_","NewHyb_BCJCxBC3JC",3.03396,"0.252; 0.865; 0.968; 0.949","NewHyb_BC2JC",0.7472,"0.744; 0; 0; 0.003","NewHyb_BCJCxBC3JC",3,3,TRUE,0.147943,0.852057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2392","095243_237-10-54_S110_","NewHyb_BCJCxBC3JC",3.15189,"0.488; 0.908; 0.784; 0.972","NewHyb_BC2JC",0.49088,"0.49; 0; 0; 0.001","NewHyb_BCJCxBC3JC",3,3,TRUE,0.159869,0.840131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2393","095244_237-10-55_S111_","NewHyb_BCJCxBC3JC",3.28928,"0.793; 0.903; 0.852; 0.741","NewHyb_BCJCxBC2JC",0.35974,"0.18; 0.024; 0.148; 0.007","NewHyb_BCJCxBC3JC",3,3,TRUE,0.155328,0.844672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2394","095245_237-10-56_S112_","NewHyb_BC2JC",2.10733,"0.468; 0.726; 0.85; 0.063","NewHyb_BCJCxBC3JC",1.45373,"0.146; 0.272; 0.102; 0.934","NewHyb_BC2JC",1,2,TRUE,0.113042,0.886958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2395","095246_237-10-57_S113_","NewHyb_BC4JC",2.47083,"0.956; 0.805; 0; 0.709","NewHyb_FxJC",1.34686,"0.015; 0.17; 0.987; 0.175","NewHyb_BC4JC",2,3,TRUE,0.04797,0.95203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2396","095247_237-10-58_S114_","NewHyb_FxJC",2.2895,"0.416; 0.746; 0.302; 0.827","NewHyb_BC4JC",1.37477,"0.484; 0.135; 0.616; 0.14","NewHyb_FxJC",1,1,TRUE,0.04628,0.95372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2397","095248_237-10-59_S115_","NewHyb_FxJC",3.35371,"0.537; 0.93; 0.946; 0.941","NewHyb_BC4JC",0.35769,"0.328; 0; 0.029; 0.001","NewHyb_FxJC",3,3,TRUE,0.04844,0.95156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_FxJC"
"2398","095249_237-10-60_S116_","NewHyb_BCJCxBC3JC",3.2251,"0.832; 0.757; 0.882; 0.754","NewHyb_BCJCxBC2JC",0.61939,"0.127; 0.242; 0.007; 0.243","NewHyb_BCJCxBC3JC",4,4,TRUE,0.16033,0.83967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2399","095250_237-11-1_S117_","NewHyb_BCJC",1.85656,"0.263; 0.592; 0.002; 0.999","NewHyb_BCJCxBC3JC",1.2229,"0.405; 0.101; 0.717; 0","NewHyb_BCJC",1,1,TRUE,0.197847,0.802153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2400","095251_237-11-2_S118_","NewHyb_BCJC",3.99984,"1; 1; 1; 1","NewHyb_BCJCxBCJC",0.00016,"0; 0; 0; 0","NewHyb_BCJC",4,4,TRUE,0.230932,0.769068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJC"
"2401","095252_237-11-3_S119_","NewHyb_BC2JCxBC3JC",2.0379,"0.006; 0.993; 0.993; 0.046","NewHyb_BC2JC",1.90291,"0.949; 0.001; 0; 0.952","NewHyb_BC2JC",2,4,FALSE,0.094458,0.905542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2402","095253_237-11-4_S120_","NewHyb_BCJCxBC3JC",2.24849,"0.371; 0.844; 0.74; 0.292","NewHyb_BCJCxBC2JC",1.07482,"0.01; 0.154; 0.259; 0.652","NewHyb_BCJCxBC3JC",1,1,TRUE,0.164329,0.835671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2403","095254_237-11-5_S121_","NewHyb_FxJC",3.37829,"0.914; 0.866; 0.978; 0.62","NewHyb_BC2JCxBC3JC",0.43292,"0.029; 0.097; 0.001; 0.306","NewHyb_FxJC",3,3,TRUE,0.062296,0.937704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_FxJC"
"2404","095255_237-11-6_S122_","NewHyb_BCJCxBC3JC",2.55251,"0.921; 0.566; 0.987; 0.079","NewHyb_BC2JC",1.35329,"0; 0.432; 0; 0.921","NewHyb_BCJCxBC3JC",2,3,TRUE,0.157769,0.842231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2405","095256_237-11-7_S123_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,7.2e-05,0.999928,"JC",0.999851,0.000149,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2406","095257_237-11-8_S124_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999867,0.000133,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2407","095258_237-11-9_S125_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.3e-05,0.999957,"JC",0.99985,0.00015,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2408","095259_237-11-10_S126_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999875,0.000125,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2409","095260_237-11-11_S127_","NewHyb_BCJCxBC2JC",2.39044,"0.033; 0.894; 0.829; 0.635","NewHyb_BCJCxBC3JC",1.58823,"0.963; 0.096; 0.167; 0.363","NewHyb_BCJCxBC2JC",2,3,TRUE,0.169988,0.830012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2410","095261_237-11-12_S128_","NewHyb_BCJC",2.64017,"0.655; 1; 0.984; 0.001","NewHyb_BCJCxBCJC",1.30054,"0.286; 0; 0.016; 0.999","NewHyb_BCJC",2,3,TRUE,0.228437,0.771563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2411","095262_237-11-13_S129_","NewHyb_BC2JCxBC3JC",3.29743,"0.604; 0.719; 0.977; 0.997","NewHyb_BCJCxBC3JC",0.49751,"0.252; 0.245; 0.001; 0","NewHyb_BC2JCxBC3JC",2,2,TRUE,0.107914,0.892086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2412","095263_237-11-14_S130_","NewHyb_BCJCxBC2JC",2.5135,"0.365; 0.923; 0.735; 0.49","NewHyb_BCJCxBC3JC",1.40347,"0.626; 0.008; 0.261; 0.509","NewHyb_BCJCxBC2JC",1,1,TRUE,0.200251,0.799749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2413","095264_237-11-15_S131_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.99987,0.00013,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2414","095265_237-11-16_S132_","NewHyb_BCJCxBC3JC",3.12514,"0.296; 0.976; 0.884; 0.969","NewHyb_BC2JC",0.69832,"0.698; 0; 0; 0.001","NewHyb_BCJCxBC3JC",3,3,TRUE,0.150419,0.849581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2415","095266_237-11-17_S133_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.999788,0.000212,2.5e-05,0.970931,0.029044,1.6e-05,1.6e-05,0.999952,1.6e-05,0.812368,1.2e-05,0.187595,1.2e-05,1.2e-05,"NewHyb_JC"
"2416","095267_237-11-18_S134_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999861,0.000139,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2417","095268_237-11-19_S135_","NewHyb_BCJC",3.99997,"1; 1; 1; 1","NewHyb_BCJCxBCJC",3e-05,"0; 0; 0; 0","NewHyb_BCJC",4,4,TRUE,0.317285,0.682715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJC"
"2418","095269_237-11-20_S136_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.999767,0.000233,0.029232,2.5e-05,0.970743,0.047423,0.894262,1.6e-05,0.058299,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2419","095270_237-11-21_S137_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999837,0.000163,2.5e-05,0.078065,0.92191,1.6e-05,0.738811,0.261157,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2420","095271_237-11-22_S138_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.2e-05,0.999958,"JC",0.999818,0.000182,0.051613,2.5e-05,0.948362,1.6e-05,0.917315,1.6e-05,0.082653,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2421","095272_237-11-23_S139_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99984,0.00016,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2422","095273_237-11-24_S140_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999847,0.000153,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2423","095274_237-11-25_S141_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999862,0.000138,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2424","095275_237-11-26_S142_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999862,0.000138,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2425","095276_237-11-27_S143_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999831,0.000169,2.5e-05,0.781082,0.218893,1.6e-05,0.107529,0.892439,1.6e-05,0.546439,0.453525,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2426","095277_237-11-28_S144_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999851,0.000149,2.5e-05,0.785489,0.214486,1.6e-05,0.103999,0.895969,1.6e-05,0.519899,0.480064,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2427","095278_237-11-29_S145_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.99979,0.00021,2.5e-05,0.737615,0.26236,1.6e-05,0.184245,0.815722,1.6e-05,0.401757,0.598206,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2428","095279_237-11-30_S146_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999861,0.000139,2.5e-05,0.731958,0.268017,0.323159,0.203997,0.472828,1.6e-05,0.658987,1.2e-05,1.2e-05,1.2e-05,0.340976,"NewHyb_JC"
"2429","095280_237-11-31_S147_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999845,0.000155,2.5e-05,0.805472,0.194503,1.6e-05,1.6e-05,0.999952,1.6e-05,0.271053,0.72891,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2430","095281_237-11-32_S148_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4e-05,0.99996,"JC",0.99975,0.00025,0.326027,2.6e-05,0.673948,1.6e-05,0.102362,0.897605,1.6e-05,1.2e-05,0.967944,1.2e-05,1.2e-05,0.032019,"NewHyb_JC"
"2431","095282_237-11-33_S149_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999784,0.000216,2.5e-05,0.844351,0.155623,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2432","095283_237-11-34_S150_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.998893,0.001107,0.054078,0.755771,0.190152,1.6e-05,0.109351,0.890616,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2433","095284_237-11-35_S151_","NewHyb_BCJCxBC2JC",2.72886,"0.462; 0.754; 0.539; 0.974","NewHyb_BCJCxBCJC",0.98577,"0.525; 0; 0.46; 0.001","NewHyb_BCJCxBC2JC",2,2,TRUE,0.186301,0.813699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2434","095285_237-11-36_S152_","NewHyb_BCJCxBC3JC",2.16298,"0.678; 0.535; 0.801; 0.148","NewHyb_BC2JC",1.31111,"0; 0.46; 0; 0.851","NewHyb_BCJCxBC3JC",1,2,TRUE,0.155144,0.844856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2435","095286_237-11-37_S153_","NewHyb_BCJCxBC2JC",3.37767,"0.609; 0.821; 0.98; 0.967","NewHyb_BCJCxBCJC",0.396,"0.379; 0; 0.015; 0.002","NewHyb_BCJCxBC2JC",3,3,TRUE,0.17118,0.82882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC2JC"
"2436","095287_237-11-38_S154_","NewHyb_BCJC",1.89854,"0.858; 0.999; 0.041; 0","NewHyb_BCJCxBC2JC",1.29321,"0.06; 0.001; 0.471; 0.761","NewHyb_BCJC",2,3,TRUE,0.18855,0.81145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2437","095288_237-11-39_S155_","NewHyb_BCJCxBC3JC",2.95865,"0.926; 0.29; 0.882; 0.861","NewHyb_BC2JC",0.74409,"0.043; 0.7; 0; 0.002","NewHyb_BCJCxBC3JC",3,3,TRUE,0.160821,0.839179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
