,index_number,LabID,JP_fastStruc_K2_JA,JP_fastStruc_K2_JC,Country,Description,latitude_dd,Longitude_dd,Canker,mapid,dbh_mm,Natural.Forest.Plantation,Situation,Sample.collection.Year,Resource
138,44-7-20,079358_44-7-20_S363_,0.1946,0.8054,USA,1425,39.33933,-82.99369,N,HTIRC,131,Plantation with wild resources,suburban edge trees,2025,Seeds
139,51-17-58,090975_51-17-58_S114_,3.50E-05,0.999965,USA,1425,39.33933,-82.99369,Y,HTIRC,109,Plantation with wild resources,City level,2025,Seeds
140,51-18-61,090964_51-18-61_S103_,3.60E-05,0.999964,USA,1426,39.33933,-82.99369,Y,HTIRC,111,Plantation with wild resources,City level,2025,Seeds
141,44-21-11,079300_44-21-11_S305_,3.60E-05,0.999964,USA,1427,39.33933,-82.99369,N,HTIRC,95,Plantation with wild resources,City level,2025,Seeds
142,51-20-22,090934_51-20-22_S73_,3.40E-05,0.999966,USA,1427,39.33933,-82.99369,Y,HTIRC,151,Plantation with wild resources,Exact Location,2025,Seeds
143,51-17-56,090974_51-17-56_S113_,3.50E-05,0.999965,USA,1428,39.33933,-82.99369,Y,HTIRC,185,Plantation with wild resources,City level,2025,Seeds
144,51-23-63,090891_51-23-63_S30_,3.40E-05,0.999966,USA,1429,39.33933,-82.99369,Y,HTIRC,94,Plantation with wild resources,Exact Location,2025,Seeds
145,51-22-23,090899_51-22-23_S38_,0.140475,0.859525,USA,1430,41.04865,-76.40515,Y,HTIRC,104,Plantation with wild resources,suburban edge trees,2025,Seeds
146,44-3-13,079363_44-3-13_S368_,3.50E-05,0.999965,USA,1431,40.91934,-77.81995,Y,HTIRC,126,Plantation with wild resources,City level,2025,Seeds
147,51-18-63,090965_51-18-63_S104_,3.50E-05,0.999965,USA,1431,40.91934,-77.81995,Y,HTIRC,111,Plantation with wild resources,City level,2025,Seeds
148,51-7-78,091060_51-7-78_S199_,5.30E-05,0.999947,USA,1432,40.0497,-75.4256,Y,HTIRC,75,Plantation with wild resources,City level,2025,Seeds
149,51-23-20,090879_51-23-20_S18_,3.40E-05,0.999966,USA,1433,41.60242,-80.30953,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
150,51-21-25,090922_51-21-25_S61_,3.40E-05,0.999966,USA,1434,41.60242,-80.30953,Y,HTIRC,105,Plantation with wild resources,Exact Location,2025,Seeds
151,51-24-28,090867_51-24-28_S6_,3.60E-05,0.999964,USA,1437,41.60242,-80.30953,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
152,51-20-78,090944_51-20-78_S83_,3.40E-05,0.999966,USA,1439,35.67868,-85.7785,Y,HTIRC,116,Plantation with wild resources,Exact Location,2025,Seeds
153,51-10-19,091040_51-10-19_S179_,0.001067,0.998933,USA,1440,35.67868,-85.7785,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
154,51-11-61,091035_51-11-61_S174_,4.20E-05,0.999958,USA,1441,35.67868,-85.7785,Y,HTIRC,209,Plantation with wild resources,City level,2025,Seeds
155,51-10-59,091044_51-10-59_S183_,3.40E-05,0.999966,USA,1443,35.72493,-83.49363,Y,HTIRC,95,Plantation with wild resources,City level,2025,Seeds
156,51-17-70,090976_51-17-70_S115_,3.40E-05,0.999966,USA,1447,35.72493,-83.49363,Y,HTIRC,101,Plantation with wild resources,City level,2025,Seeds
157,51-24-77,090876_51-24-77_S15_,3.40E-05,0.999966,USA,1448,37.14138,-80.40276,Y,HTIRC,94,Plantation with wild resources,Exact Location,2025,Seeds
158,51-20-73,090943_51-20-73_S82_,3.60E-05,0.999964,USA,1449,37.12698,-81.51302,Y,HTIRC,157,Plantation with wild resources,Exact Location,2025,Seeds
159,44-5-5,079334_44-5-5_S339_,7.80E-05,0.999922,USA,1450,37.54812,-77.44675,N,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
160,51-15-73,090996_51-15-73_S135_,3.30E-05,0.999967,USA,1450,37.54812,-77.44675,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
161,51-13-66,091018_51-13-66_S157_,3.70E-05,0.999963,USA,1451,36.70891,-81.97111,Y,HTIRC,81,Plantation with wild resources,City level,2025,Seeds
162,51-24-41,090870_51-24-41_S9_,0.000834,0.999166,USA,1453,38.66531,-78.45449,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
163,51-7-25,091054_51-7-25_S193_,4.40E-05,0.999956,USA,1454,38.66531,-78.45449,Y,HTIRC,109,Plantation with wild resources,Exact Location,2025,Seeds
164,51-11-54,091032_51-11-54_S171_,3.40E-05,0.999966,USA,1455,38.66531,-78.45449,Y,HTIRC,149,Plantation with wild resources,City level,2025,Seeds
165,44-22-14,079287_44-22-14_S292_,3.40E-05,0.999966,USA,1456,43.8203,-72.5211,,HTIRC,140,Plantation with wild resources,City level,2025,Seeds
166,51-11-53,091031_51-11-53_S170_,3.40E-05,0.999966,USA,1457,43.8203,-72.5211,Y,HTIRC,119,Plantation with wild resources,City level,2025,Seeds
167,51-7-35,091055_51-7-35_S194_,3.40E-05,0.999966,USA,1458,43.8203,-72.5211,Y,HTIRC,50,Plantation with wild resources,Exact Location,2025,Seeds
168,44-22-15,079288_44-22-15_S293_,3.60E-05,0.999964,USA,1460,43.46963,-89.73782,N,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
169,51-14-21,091003_51-14-21_S142_,3.70E-05,0.999963,USA,1462,43.46963,-89.73782,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
170,51-16-17,090980_51-16-17_S119_,0.000191,0.999809,USA,1463,43.46963,-89.73782,Y,HTIRC,81,Plantation with wild resources,City level,2025,Seeds
171,51-12-76,091027_51-12-76_S166_,3.60E-05,0.999964,USA,1464,43.08097,-89.39172,Y,HTIRC,129,Plantation with wild resources,City level,2025,Seeds
172,44-12-19,079313_44-12-19_S318_,0.378791,0.621209,USA,1466,45.07647,-90.3136,N,HTIRC,148,Plantation with wild resources,suburban edge trees,2025,Seeds
173,51-20-28,090936_51-20-28_S75_,0.361817,0.638183,USA,1466,45.07647,-90.3136,Y,HTIRC,162,Plantation with wild resources,suburban edge trees,2025,Seeds
174,51-11-68,091036_51-11-68_S175_,0.000381,0.999619,USA,1469,45.13598,-90.34409,Y,HTIRC,61,Plantation with wild resources,City level,2025,Seeds
175,51-8-29,091051_51-8-29_S190_,4.00E-05,0.99996,USA,1477,39.47681,-80.14898,Y,HTIRC,83,Plantation with wild resources,Exact Location,2025,Seeds
176,44-22-4,079295_44-22-4_S300_,0.000216,0.999784,USA,1479,37.64734,-80.87875,N,HTIRC,103,Plantation with wild resources,City level,2025,Seeds
177,51-14-19,091001_51-14-19_S140_,3.40E-05,0.999966,USA,1480,38.3814,-81.1119,Y,HTIRC,81,Plantation with wild resources,City level,2025,Seeds
178,51-23-62,090890_51-23-62_S29_,4.30E-05,0.999957,USA,1482,38.28433,-80.84155,Y,HTIRC,104,Plantation with wild resources,Exact Location,2025,Seeds
179,51-24-17,090863_51-24-17_S2_,4.30E-05,0.999957,USA,1484,38.28433,-80.84155,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
180,44-17-3,079327_44-17-3_S332_,3.60E-05,0.999964,USA,1486,39.2103,-79.9331,Y,HTIRC,146,Plantation with wild resources,City level,2025,Seeds
181,51-24-59,090874_51-24-59_S13_,4.00E-05,0.99996,USA,1486,39.2103,-79.9331,Y,HTIRC,148,Plantation with wild resources,Exact Location,2025,Seeds
182,51-17-77,090979_51-17-77_S118_,3.40E-05,0.999966,USA,1488,38.41104,-80.5542,Y,HTIRC,111,Plantation with wild resources,City level,2025,Seeds
183,51-12-68,091026_51-12-68_S165_,3.90E-05,0.999961,USA,1489,38.41104,-80.5542,Y,HTIRC,95,Plantation with wild resources,City level,2025,Seeds
184,51-23-70,090894_51-23-70_S33_,3.50E-05,0.999965,USA,1490,38.41104,-80.5542,Y,HTIRC,141,Plantation with wild resources,Exact Location,2025,Seeds
185,44-20-12,079307_44-20-12_S312_,3.60E-05,0.999964,USA,1491,38.085,-80.2847,Y,HTIRC,68,Plantation with wild resources,City level,2025,Seeds
186,51-22-59,090912_51-22-59_S51_,4.60E-05,0.999954,USA,1491,38.085,-80.2847,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
187,51-13-21,091014_51-13-21_S153_,0.000308,0.999692,USA,1492,38.85795,-80.65384,Y,HTIRC,115,Plantation with wild resources,City level,2025,Seeds
188,51-16-75,090984_51-16-75_S123_,5.60E-05,0.999944,USA,1494,38.92406,-80.85708,Y,HTIRC,154,Plantation with wild resources,City level,2025,Seeds
189,51-23-28,090882_51-23-28_S21_,3.40E-05,0.999966,USA,1495,38.92406,-80.85708,Y,HTIRC,124,Plantation with wild resources,Exact Location,2025,Seeds
190,51-8-58,091053_51-8-58_S192_,4.80E-05,0.999952,USA,1496,38.92406,-80.85708,Y,HTIRC,161,Plantation with wild resources,City level,2025,Seeds
191,51-19-23,090947_51-19-23_S86_,4.10E-05,0.999959,USA,1498,38.92406,-80.85708,Y,HTIRC,119,Plantation with wild resources,City level,2025,Seeds
192,51-20-16,090931_51-20-16_S70_,3.60E-05,0.999964,USA,1499,38.50038,-80.50009,Y,HTIRC,126,Plantation with wild resources,City level,2025,Seeds
193,51-21-57,090929_51-21-57_S68_,8.60E-05,0.999914,USA,1501,37.64734,-80.87875,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
194,44-19-17,079306_44-19-17_S311_,4.50E-05,0.999955,USA,1502,38.34843,-81.63219,N,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
195,51-23-68,090893_51-23-68_S32_,5.30E-05,0.999947,USA,1502,38.34843,-81.63219,Y,HTIRC,215,Plantation with wild resources,City level,2025,Seeds
196,51-15-60,090992_51-15-60_S131_,3.70E-05,0.999963,USA,1503,38.34843,-81.63219,Y,HTIRC,181,Plantation with wild resources,City level,2025,Seeds
197,51-21-20,090920_51-21-20_S59_,3.40E-05,0.999966,USA,1504,38.4203,-82.24172,Y,HTIRC,189,Plantation with wild resources,Exact Location,2025,Seeds
198,51-19-62,090957_51-19-62_S96_,3.90E-05,0.999961,USA,1506,38.3814,-81.1119,Y,HTIRC,102,Plantation with wild resources,City level,2025,Seeds
199,51-18-24,090962_51-18-24_S101_,3.70E-05,0.999963,USA,1508,38.34843,-81.63219,Y,HTIRC,182,Plantation with wild resources,City level,2025,Seeds
200,51-23-65,090892_51-23-65_S31_,0.001572,0.998428,USA,1509,38.34843,-81.63219,Y,HTIRC,82,Plantation with wild resources,Exact Location,2025,Seeds
201,51-17-73,090978_51-17-73_S117_,3.40E-05,0.999966,USA,1511,37.8661,-80.4097,Y,HTIRC,99,Plantation with wild resources,City level,2025,Seeds
202,51-14-15,091000_51-14-15_S139_,3.70E-05,0.999963,USA,1512,39.0391,-80.46174,Y,HTIRC,112,Plantation with wild resources,City level,2025,Seeds
203,51-19-26,090948_51-19-26_S87_,3.80E-05,0.999962,USA,1515,39.63773,-79.94639,Y,HTIRC,129,Plantation with wild resources,City level,2025,Seeds
204,44-20-18,079290_44-20-18_S295_,3.50E-05,0.999965,USA,1517,38.2917,-80.79933,Y,HTIRC,57,Plantation with wild resources,City level,2025,Seeds
205,51-23-21,090880_51-23-21_S19_,3.70E-05,0.999963,USA,1517,38.2917,-80.79933,Y,HTIRC,131,Plantation with wild resources,Exact Location,2025,Seeds
206,51-21-15,090918_51-21-15_S57_,3.60E-05,0.999964,USA,1518,38.34843,-81.63219,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
207,44-17-13,079319_44-17-13_S324_,0.20669,0.79331,USA,1518,38.34843,-81.63219,Y,HTIRC,105,Plantation with wild resources,suburban edge trees,2025,Seeds
208,51-6-39,091061_51-6-39_S200_,0.000186,0.999814,USA,1519,38.34843,-81.63219,Y,HTIRC,109,Plantation with wild resources,City level,2025,Seeds
209,44-14-25,079331_44-14-25_S336_,3.40E-05,0.999966,USA,1520,37.72768,-80.64362,N,HTIRC,152,Plantation with wild resources,City level,2025,Seeds
210,44-10-17,079346_44-10-17_S351_,3.50E-05,0.999965,USA,1520,37.72768,-80.64362,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
211,51-10-15,091039_51-10-15_S178_,3.50E-05,0.999965,USA,1520,37.72768,-80.64362,Y,HTIRC,101,Plantation with wild resources,City level,2025,Seeds
212,51-12-62,091024_51-12-62_S163_,4.50E-05,0.999955,USA,1521,37.72768,-80.64362,Y,HTIRC,122,Plantation with wild resources,City level,2025,Seeds
213,51-17-71,090977_51-17-71_S116_,3.60E-05,0.999964,USA,1522,37.72768,-80.64362,Y,HTIRC,105,Plantation with wild resources,City level,2025,Seeds
214,51-16-25,090982_51-16-25_S121_,3.50E-05,0.999965,USA,1523,38.34843,-81.63219,Y,HTIRC,129,Plantation with wild resources,City level,2025,Seeds
215,51-23-57,090889_51-23-57_S28_,3.40E-05,0.999966,USA,1526,37.64734,-80.87875,Y,HTIRC,121,Plantation with wild resources,Exact Location,2025,Seeds
216,51-21-43,090925_51-21-43_S64_,3.60E-05,0.999964,USA,1527,37.72768,-80.64362,Y,HTIRC,159,Plantation with wild resources,Exact Location,2025,Seeds
217,51-14-43,091008_51-14-43_S147_,3.80E-05,0.999962,USA,1528,38.34843,-81.63219,Y,HTIRC,101,Plantation with wild resources,City level,2025,Seeds
218,51-9-56,091047_51-9-56_S186_,3.40E-05,0.999966,USA,1529,38.7889,-81.1275,Y,HTIRC,123,Plantation with wild resources,Exact Location,2025,Seeds
219,51-13-65,091017_51-13-65_S156_,3.30E-05,0.999967,USA,1530,38.7889,-81.1275,Y,HTIRC,125,Plantation with wild resources,City level,2025,Seeds
220,51-20-21,090933_51-20-21_S72_,4.30E-05,0.999957,USA,1532,38.7889,-81.1275,Y,HTIRC,106,Plantation with wild resources,Exact Location,2025,Seeds
221,51-14-56,091009_51-14-56_S148_,3.40E-05,0.999966,USA,1534,38.7889,-81.1275,Y,HTIRC,151,Plantation with wild resources,City level,2025,Seeds
222,44-4-6,079342_44-4-6_S347_,3.40E-05,0.999966,USA,1534,38.7889,-81.1275,,HTIRC,170,Plantation with wild resources,City level,2025,Seeds
223,51-24-22,090864_51-24-22_S3_,3.40E-05,0.999966,USA,1535,38.7889,-81.1275,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
224,51-9-57,091048_51-9-57_S187_,3.90E-05,0.999961,USA,1537,38.7889,-81.1275,Y,HTIRC,173,Plantation with wild resources,Exact Location,2025,Seeds
225,51-9-30,091046_51-9-30_S185_,3.80E-05,0.999962,USA,1538,38.7889,-81.1275,Y,HTIRC,139,Plantation with wild resources,Exact Location,2025,Seeds
226,51-20-26,090935_51-20-26_S74_,8.70E-05,0.999913,USA,1539,38.7889,-81.1275,Y,HTIRC,201,Plantation with wild resources,City level,2025,Seeds
227,51-23-56,090888_51-23-56_S27_,3.40E-05,0.999966,USA,1540,38.7889,-81.1275,Y,HTIRC,119,Plantation with wild resources,Exact Location,2025,Seeds
228,51-16-24,090981_51-16-24_S120_,3.40E-05,0.999966,USA,1541,38.7889,-81.1275,Y,HTIRC,92,Plantation with wild resources,City level,2025,Seeds
229,51-15-69,090994_51-15-69_S133_,3.40E-05,0.999966,USA,1542,38.7889,-81.1275,Y,HTIRC,141,Plantation with wild resources,City level,2025,Seeds
230,51-15-71,090995_51-15-71_S134_,3.40E-05,0.999966,USA,1544,37.96863,-82.0206,Y,HTIRC,145,Plantation with wild resources,City level,2025,Seeds
231,51-22-73,090916_51-22-73_S55_,0.112499,0.887501,USA,1545,38.08077,-81.83425,Y,HTIRC,111,Plantation with wild resources,suburban edge trees,2025,Seeds
232,51-24-25,090865_51-24-25_S4_,3.70E-05,0.999963,USA,1547,38.023,-81.71121,Y,HTIRC,114,Plantation with wild resources,Exact Location,2025,Seeds
233,44-4-19,079337_44-4-19_S342_,0.416179,0.583821,USA,1549,38.08077,-81.83425,N,HTIRC,108,Plantation with wild resources,suburban edge trees,2025,Seeds
234,51-22-22,090898_51-22-22_S37_,6.70E-05,0.999933,USA,1549,38.08077,-81.83425,Y,HTIRC,96,Plantation with wild resources,City level,2025,Seeds
235,51-22-60,090913_51-22-60_S52_,3.70E-05,0.999963,USA,1550,38.85795,-80.65384,Y,HTIRC,117,Plantation with wild resources,Exact Location,2025,Seeds
236,51-19-16,090945_51-19-16_S84_,0.975561,0.024439,USA,1551,39.3242,-79.5544,N,HTIRC,113,Plantation with wild resources,suburban edge trees,2025,Seeds
237,51-14-36,091007_51-14-36_S146_,3.40E-05,0.999966,USA,1555,39.28351,-80.96625,Y,HTIRC,81,Plantation with wild resources,City level,2025,Seeds
238,51-22-71,090915_51-22-71_S54_,3.50E-05,0.999965,USA,1556,38.85298,-82.13026,Y,HTIRC,175,Plantation with wild resources,Exact Location,2025,Seeds
239,51-24-26,090866_51-24-26_S5_,3.50E-05,0.999965,USA,1557,37.64734,-80.87875,Y,HTIRC,174,Plantation with wild resources,Exact Location,2025,Seeds
240,51-22-16,090896_51-22-16_S35_,3.40E-05,0.999966,USA,1558,39.0075,-78.85792,Y,HTIRC,119,Plantation with wild resources,Exact Location,2025,Seeds
241,51-22-18,090897_51-22-18_S36_,0.263394,0.736606,USA,1562,41.61672,-86.28986,N,HTIRC,121,Plantation with wild resources,suburban edge trees,2025,Seeds
242,44-13-19,079315_44-13-19_S320_,8.40E-05,0.999916,USA,1563,41.32485,-86.26176,N,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
243,51-23-17,090878_51-23-17_S17_,0.0676,0.9324,USA,1563,41.32485,-86.26176,Y,HTIRC,144,Plantation with wild resources,Exact Location,2025,Seeds
244,2321,101419_2321_S134_,3.40E-05,0.999966,USA,100035,43.0550395,-78.4730205,N,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
245,2329,101427_2329_S142_,3.30E-05,0.999967,USA,100055,44.664861,-75.062083,Y,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
246,2330,101428_2330_S143_,0.819394,0.180606,USA,100057,44.664914,-75.064551,N,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
247,2326,101424_2326_S139_,0.721153,0.278847,USA,100059,42.21981,-76.544971,N,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
248,2327,101425_2327_S140_,4.50E-05,0.999955,USA,100060,42.368139,76.907972,N,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
249,2328,101426_2328_S141_,0.501318,0.498682,USA,100061,42.49098281,-75.45569166,Y,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
250,2318,101416_2318_S131_,0.313418,0.686567,USA,100063,44.669531,-75.073709,N,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
251,2319,101417_2319_S132_,3.60E-05,0.999964,USA,100064,44.669323,-75.073701,N,Squirrel Farms,NA,Plantation,Exact Location,2025,Leaves
254,R17T49-702,095388_R17T49-702_S255_,3.40E-05,0.999966,USA, 702 Bnut 1,41.6012796,-85.8590603,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
255,R17T42-704,095386_R17T42-704_S253_,0.153478,0.846522,USA, 704 Bnut 1,40.0459913,-86.4650842,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
256,R17T33-707,095384_R17T33-707_S251_,0.224611,0.775389,USA, 707 Bnut 1,40.0459913,-86.4650842,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
257,R17T28-708,095383_R17T28-708_S250_,0.142989,0.857011,USA, 708 Bnut 1,41.322843,-86.2809625,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
258,R12T11-711,095409_R12T11-711_S276_,3.50E-05,0.999965,USA, 711 Bnut 1,43.4641929,-89.3478429,N,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
259,R13T11-712,095403_R13T11-712_S270_,0.022272,0.977728,USA, 712 Bnut 1,43.4641929,-89.3478429,,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
260,R17T49-716,095390_R17T49-716_S257_,4.10E-05,0.999959,USA, 716 Bnut 1,43.9997437,-92.3767816,N,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
261,R14T23-723,095397_R14T23-723_S264_,3.40E-05,0.999966,USA, 723 Bnut 1,42.6711513,-88.5467715,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
262,R16T54-728,095391_R16T54-728_S258_,0.000227,0.999773,USA, 728 Bnut 1,37.575509,-90.6953467,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
263,R13T52-730,095408_R13T52-730_S275_,3.80E-05,0.999962,USA, 730 Bnut 1,37.575509,-90.6953467,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
264,R14T43-731,095400_R14T43-731_S267_,0.199044,0.800956,USA, 731 Bnut 1,38.3022233,-80.0286878,Y,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
265,R13T38-734,095405_R13T38-734_S272_,0.032678,0.967322,USA, 734 Bnut 1,43.4229305,-70.6546639,,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
266,R14T58-736,095402_R14T58-736_S269_,3.80E-05,0.999962,USA, 736 Bnut 1,44.2690924,-72.6146505,,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
267,R16T58-738,095392_R16T58-738_S259_,3.50E-05,0.999965,USA, 738 Bnut 1,45.8652437,-92.2673161,N,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
268,R15T54-748,095393_R15T54-748_S260_,3.60E-05,0.999964,USA, 748 Bnut 1,44.4517617,-90.0199618,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
269,R17T3-750,095389_R17T3-750_S256_,3.40E-05,0.999966,USA, 750 Bnut 1,41.6765808,-93.5921448,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
270,R2T12-02-753,095413_R2T12-02-753_S280_,3.50E-05,0.999965,USA, 753 Bnut 1,42.6711513,-88.5467715,N,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
271,R12T22-758,095411_R12T22-758_S278_,4.00E-05,0.99996,USA, 758 Bnut 1,42.6711513,-88.5467715,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
272,96,079124_96_S129_,0.219919,0.780081,USA,#1,41.39,-91.64,N,Krotz,NA,Plantation or private property,Exact Location,2025,Leaves
273,97,079123_97_S128_,0.389834,0.610166,USA,#2,41.13,-91.43,N,Krotz,NA,Plantation or private property,Exact Location,2025,Leaves
274,98,079122_98_S127_,0.392728,0.607272,USA,#3,41.13,-91.43,N,Krotz,NA,Plantation or private property,Exact Location,2025,Leaves
275,714,079249_714_S254_,3.40E-05,0.999966,USA,"[SuePuleo1], Blandy 10",38.9,-77.95,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
276,717,079253_717_S258_,4.30E-05,0.999957,USA,"[Thombutter5], blandy 5",38.95,-78.02,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
277,Germ65,087651_Germ65_S354_,0.345762,0.654238,USA,03-703-1,39.7684,-86.1581,N,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
278,Germ64,087650_Germ64_S353_,3.40E-05,0.999966,USA,03-709-3,43.7636,-91.5685,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
279,Germ63,087649_Germ63_S352_,8.90E-05,0.999911,USA,03-712-3,43.4643,-89.3337,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
280,Germ62,087648_Germ62_S351_,3.50E-05,0.999965,USA,03-713-2,44.0225,-92.466,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
281,Germ61,087647_Germ61_S350_,0.000201,0.999799,USA,03-714-2,44.0225,-92.466,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
282,Germ56,087642_Germ56_S345_,3.40E-05,0.999966,USA,03-727-1,44.0225,-92.466,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
283,Germ57,087643_Germ57_S346_,3.40E-05,0.999966,USA,03-744-2,41.878,-93.0977,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
284,Germ58,087644_Germ58_S347_,0.473413,0.526587,USA,03-748-1,44.4532,-90.0418,N,HTIRC,NA,Plantation with wild resources,suburban edge trees,2025,Seeds
285,Germ66,087652_Germ66_S355_,5.50E-05,0.999945,USA,03-752-1,42.6681,-88.5445,Y,HTIRC,NA,Plantation with wild resources,City level,2025,Seeds
286,Germ59,087645_Germ59_S348_,3.80E-05,0.999962,USA,03-810,40.6331,-89.3985,Y,HTIRC,NA,Plantation with wild resources,Exact Location,2025,Seeds
