SAMPLE ID,COLLECTION ID,Source,COLLECTOR,SUSPECTED SPECIES,PLACE COLLECTED,DATE COLLECTED,SUPP VARIETY,NEWHYBR,SSR p(JC),SSR p(JA),CAPS 2,CAPS 5,CAPS 7,CAPS 10,CAPS ALL,GPS 1,GPS 2,UTM ,X,Y,ELEVATION,DBH (in),HEIGHT (ft),# BOLE CANKERS,CROWN DIAM (ft),CROWN RATIO,CROWN DIEBACK (%),SLOPE,ASPECT,CANKER SCORE,NUTS ON GROUND,NOTES,NOTES 2,ALTERNATE COLLECTOR ID,ALTERNATE COLLECTOR ID 2,Date Extracted,Date ND'd/ Diluted,New Mass DNA,Old Mass DNA,,,,,
JC2508,SH44,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.7890542,-78.1907819,17,743997,4297117,2774,13.1,30,0,,,,,,,,"no canker, good bark",side of road,INC 23,,,,418.28,,,,,,
JC2509,SH45,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.7881137,-78.1940075,17,743720,4297004,2808,7.5,20,0,,,,,,,,"no canker, good growth, little bit of competition and lower branch dieback",growing out of group of rocks on slope above road,INC 24,,,,211.47,,,,,,
JC2510,SH46,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7757936,-78.2088657,17,742471,4295597,3075,4,25,0,,,,,,,,"very vigorous growth with plenty of root, trunk sprouts, leaves all still on tree, may have been a stump sprout?",side of road,INC 25,,,,240,,,,,,
JC2511,SH47,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,,,,,,,20.6,55,0,,,,,,,,"big fat trunk, a few scars that may have been canker, crown has plenty of new growth, good straight 20+ ft bole",downslope on side of road,,,,,648,,,,,,
JC2512,SH48,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.6569764,-78.2787623,17,736790,4282226,1068,3.5,15,0,,,,,,,,"younger tree looking sick, some branch cankers even though no trunk cankers seen, good crown",in ditch by side of road,INC 211,,,,286,,,,,,
JC2513,SH49,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7061714,-78.3190152,17,733127,4287583,2424,3,12,0,,,,,,,,"very young, vigorously growing tree with lots of new growth, three total trunks, sampled two of them, interesting- very hairy twigs",on steep slope right behind thorton gap overlook,,,,,342,,,,,,
JC2514,SH50,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7061714,-78.3190152,17,733127,4287583,,2,12,0,,,,,,,,"very young, vigorously growing tree with lots of new growth, three total trunks, sampled two of them, interesting- very hairy twigs",on steep slope right behind thorton gap overlook,,,,,359,,,,,,
JC2515,SH51,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.0577588,-78.8113287,17,692020,4214485,2471,9.3 and 5.5,35,1+,,,,,,,,"good crown, the thinner stem is broken at top but still ahs some growth, one or two cankers on bole",by road in flat spot,INC 2007,,,,,,,,,,
JC2516,SH52,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.0930315,-78.7821816,17,694484,4218460,2202,4.8 and 2.5,18,4+,,,,,,,,"several big cankers on trunk, small and scrubby, crown thin, leaning over the road, the smaller trunk seems dead",leaning over road,"INC 2008, 2009",,,,107,,,,,,
JC2517,SH53,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,,,,,,,7.7,20,0,,,,,,,,"healthy crown but lots of grape vine, leaning out over trail, nice bark, a little rot at base",leaning out over trail at trail head,INC 2010? Did not get GPS,,,,386,,,,,,
JC2518,SH54,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,,,,,,,7.9 and 5.5,37,5+,,,,,,,,"some cankers but some seem to be healing, highly branching healthy crown with good growth",right below a large rock on the upslope,,,,,185,,,,,,
JC2519,SH55,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.1020021,-78.7819445,17,694481,4219456,2190,7.4,20,4+,,,,,,,,"good growth and crown, on a very steep hill, cankers seem small/ new, or healing",,INC 2012,,,,49,,,,,,
JC2520,SH56,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.1022573,-78.7816175,17,694509,4219485,2191,18,10,many,,,,,,,,"many cankers and rot, hard to tell because all main branches fallen over- just the trunk and branch sprouts- and covered in vines, some new growth in the parts left, lots of leaves still on",side of road,INC 2013,,,,164,,,,,,
JC2521,SH57,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.1029423,-78.781152,17,694548,4219562,2188,16.5,45,0,,,,,,,,"healthy with no canker and great crown, lots of leaves on",slope on side of road,INC 2014,,,,51,,,,,,
JC2522,SH58,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.1035165,-78.7805417,17,694600,4219627,2181,6,20,many,,,,,,,,"many cankers, not healthy",slope on side of road,INC2015,,,,568,,,,,,
JC2523,SH59,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.1035165,-78.7805417,17,694600,4219627,,5,20,5+,,,,,,,,"not as sick as its neighbor but still some cankers and grape vine, poor crown",right next to above tree,,,,,390,,,,,,
JC2524,SH60,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.1041718,-78.7799288,17,694652,4219701,2161,4 and 7,,5+,,,,,,,,"pretty bad grape vine, cankers are healed/ healing, good crown, some branch cankers",side of road,INC 2016,,,,574,,,,,,
JC2525,SH61,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.2537572,-78.6826968,17,702763,4236510,2855,9,15,2,,,,,,,,"covered in vines, small crown",by trail,INC 10 or INC 11,,,,80,,,,,,
JC2526,SH62,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.2536746,-78.6826194,17,702770,4236501,2844,10.5,35,0,,,,,,,,"clean trunk no cankers good crown, some competition but ok","flagged pink tape, in recently cleared area, lots of vine and invasive stuff",INC 10 or INC 11,,,,291,,,,,,
JC2527,SH63,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.253712,-78.6826868,17,702764,4236505,2840,10.3,30,0,,,,,,,,"clean trunk no cankers good crown, some competition but ok","flagged pink tape, in recently cleared area, lots of vine and invasive stuff",INC 10 or INC 11,,,,407.61,,,,,,
JC2528,SH64,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.2537185,-78.6825609,17,702775,4236506,2844,5.5,12,0,,,,,,,,"clean trunk but worse grape vine problems, several branche sbrokwn","flagged pink tape, in recently cleared area, lots of vine and invasive stuff",INC 13,,,,104,,,,,,
JC2529,SH65,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.2538178,-78.6825691,17,702774,4236517,2852,5.5,12,0,,,,,,,,"similar to above, bad grape vine, plus another tree fell on it","flagged pink tape, in recently cleared area, lots of vine and invasive stuff",INC 10 or INC 11,,,,365.13,,,,,,
JC2530,SH66,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.2539943,-78.6828378,17,702750,4236536,2880,6 and 4,,2,,,,,,,,"young, sparse crown, cankers are healing, another tree fell on it, but doing alright, plenty of light","flagged pink tape, in recently cleared area, lots of vine and invasive stuff",INC 12,,,,271,,,,,,
JC2531,SH67,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.2492597,-78.6894898,17,702181,4235996,2844,18,40,0,,,,,,,,"very old bark starting to fall off, no canker, crown becoming sparse",big tree found randomly on side of the road,,,,,75,,,,,,
JC2532,SH68,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.2985603,-78.6238036,17,707789,4241613,2263,7.2,25,1,,,,,,,,"covered in grape vine but healthy, one old healed scar probably canker","edge of road, steep slope",INC 20,,,,288,,,,,,
JC2533,SH69,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.3119833,-78.6187795,17,708190,4243114,2317,2 and 3.5,12,1,,,,,,,,"grape vine, one large canker",flagged with yellow tape,INC 18 or INC 19,,,,290,,,,,,
JC2534,SH70,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.3120197,-78.6188012,17,708188,4243118,2317,6 and 8,35,0,,,,,,,,"very smooth bark, nice crown, leaning into road, vigorous growth",on slope a little off the road,INC 18 or INC 19,,,,130,,,,,,
JC2535,SH71,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7010348,-78.3146542,17,733523,4287024,2494,5.5,15,0,,,,,,,,"good crown, no canker, a little vine, very small",right on trail on way down to the doyle river,,,,,118,,,,,,
JC2536,SH72,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7038934,-78.3073265,17,734151,4287360,2200,2,12,0,,,,,,,,"very tight bark, moderate competition, thin crown",not sure its not a black walnut,,,,,375,,,,,,
JC2537,SH73,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.7043689,-78.3045032,17,734395,4287420,2029,15.5,75,0,,,,,,,,"very tall one, up above canopy, no canker seen","nearby seem to be one or two big dead butternuts, perhaps recently as the area is relatively cleared",INC 1,,,,145.32,,,,,,
JC2538,SH74,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7004278,-78.2879802,17,735845,4287025,1260,,60,0,,,,,,,,"up in canopy, no canker seen",between trail and river,INC 2,,,,379,,,,,,
JC2539,SH75,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7088371,-78.2966772,17,735061,4287936,1385,12 and 18,60,several,,,,,,,,"just fallen, still had leaves on it, solid trunk but many branch cankers",down over the trail,INC 4,,,,659,,,,,,
JC2540,HK1,Garden,Heather Kellerhals-Stewart,J. cinerea,"British Columbia, Vancouver Island",9/29/2009,unknown,,,,A (October 20 2009),,,A (October 20 2009),,,,,,,,,,,,,,,,,,"Planted from unknown source, very vigorous tree, produces many nuts",,,,,,398,,,,,,
JC2541,SR02026,Wild,"Rebecca Wright, Forestry Technician",J. cinerea,"Finger Lakes National Forest, NY",10/20/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.74,,,,,,
JC2542,SR04004,Wild,"Rebecca Wright, Forestry Technician",J. cinerea,"Finger Lakes National Forest, NY",10/20/2009,,,,,,,,,,,,,,,,,,,,,,,,,,"dead on arrival- dead for a long time, covered in fungus, black wood",,,,,,,,,,,,
JC2543,SR04005,Wild,"Rebecca Wright, Forestry Technician",J. cinerea,"Finger Lakes National Forest, NY",10/20/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,320.92,,,,,,
JC2544,SR04006,Wild,"Rebecca Wright, Forestry Technician",J. cinerea,"Finger Lakes National Forest, NY",10/20/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,261.27,,,,,,
JC2545,SA06014,Wild,"Rebecca Wright, Forestry Technician",J. cinerea,"Finger Lakes National Forest, NY",10/20/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,321.1,,,,,,
JC2546,HF1,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.02,,,,,,
JC2547,HF2,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.65,,,,,,
JC2548,HF3,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.09,,,,,,
JC2549,HF4,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.53,,,,,,
JC2550,HF5,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.59,,,,,,
JC2551,HF6,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.95,,,,,,
JC2552,HF7,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC2553,HF8,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.38,,,,,,
JC2554,HF9,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.75,,,,,,
JC2555,HF10,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.7,,,,,,
JC2556,HF11,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.93,,,,,,
JC2557,HF12,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.21,,,,,,
JC2558,HF13,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.71,,,,,,
JC2559,HF14,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,147.37,,,,,,
JC2560,HF15,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.42,,,,,,
JC2561,HF16,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.37,,,,,,
JC2562,HF17,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,119.68,,,,,,
JC2563,HF18,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,175.63,,,,,,
JC2564,HF19,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,350.92,,,,,,
JC2565,HF21,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,293.32,,,,,,
JC2566,HF22,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.39,,,,,,
JC2567,HF23,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,123.45,,,,,,
JC2568,HF24,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.37,,,,,,
JC2569,HF25,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.45,,,,,,
JC2570,HF26,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.61,,,,,,
JC2571,HF27,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.46,,,,,,
JC2572,HF28,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.87,,,,,,
JC2573,HF29,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.82,,,,,,
JC2574,HF30,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.56,,,,,,
JC2575,HF31,Wild,Tim McCleary,J. cinerea,"Hoosier National Forest, IN",11/5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.16,,,,,,
JC2576,Camp Murray,Wild,Sandy Anagnostokis,J. ailantifolia,Bernheim Arboretum,11/2/2009,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,ellou8,,,203.09,,,,,,
JC2577,Cold Frame Butternut,Wild,Trudy Chambers and Dena Garvue,,Bernheim Arboretum,11/12/2009,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,425.14,,,,,,
JC2578,Natural Areas Butternut,Wild,Trudy Chambers and Dena Garvue,,Bernheim Arboretum,11/12/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,520.99,,,,,,
JC2579,Prairie Junction Butternut,Wild,Trudy Chambers and Dena Garvue,,Bernheim Arboretum,11/12/2009,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,344.67,,,,,,
JC2580,Bean Property #1,Wild,Trudy Chambers and Dena Garvue,,Bernheim Arboretum,11/12/2009,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,354.57,,,,,,
JC2581,Bean Property #2,Wild,Trudy Chambers and Dena Garvue,,Bernheim Arboretum,11/12/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.51,,,,,,
JC2582,PA-64-17,Wild,Thomas Hall/Paul Berrang,J. cinerea,"Wayne county, PA",12/8/2009,,,,,A,A,,,,41.53239,-75.27729,,,,391m,30.8,60,2,Co-dominant,70,,,,,,Cherry Ridge Twp; near Homesdale and Lake Wanoka; prop owner: Joe Mellion,Upland Residental Habitat,Field Tree 8,,,,,,,,,,
JC2583,PA-10-8,Wild,Thomas Hall/Tim Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.96608,-79.99163,,,,1338,15cm,30,15,Suppressed,70,50,,,,,Moraine State Parl/Forest District 8; North County Club Rd,"Upland/Forest edge habitat, adjacent to agricultural field",,,,,,,,,,,
JC2584,PA-64-4,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,C,C,,,,41.8028,-75.16767,,,,339m,15.3,40,None,Co dominate/opengrown,70,,,,,,Little Equinink Creek along Biaman Rd,Riparian,,,,,,,,,,,
JC2585,PA-10-5,Wild,Thomas Hall/T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,,,,,,40.9676,-79.98773,,,,1263,41.5cm,55,None,Co dominate,35,30,,,,,Moraine St Park/Forest District 8,Lowland/Riparian,,,,,,,,,,,
JC2586,PA-64-15,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,A,A,,,,41.53242,-75.27705,,,,392m,15.1,55,N,Co dominate,70,,,,,,Near Homesdale and Lake Wanoka,Upland residential,,,,,,,,,,,
JC2587,PA-12-5,Wild,T. Frontz,J. cinerea,"Cameron, PA",12/14/2009,,,,,C,C,,,,41.3601,-78.25122,,,,950,55.2cm,65,Severe,,,,,,,,"Bureau of Forestry District 13, Hicks Run",Gibson Township,,,,,,,,,,,
JC2588,PA-64-16,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,A,A,,,,41.53239,-75.27722,,,,395m,21.4,60,None,Co dominate,70,,,,,,Near Homesdale and Lake Wanoka,Upland residential,,,,,,,,,,,
JC2589,PA-10-2,Wild,Thomas Hall/T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.9585,-79.9904,,,,1344,21.5cm,"Sprouts 6-8', rest dead",,Suppressed,,,,,,,"Moraine St Park/Forest District 8, Stam, Farm","Upland, Agricultural fence row",,,,,,,,,,,
JC2590,PA-64-7,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,C,C,,,,41.80251,-75.16797,,,,340m,13,50,4,Co dominate,70,,,,,,Little Equinink Creek along Biaman Rd,Riparian,,,,,,,,,,,
JC2591,PA-10-12,Wild,Thomas Hall/ T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.96443,-79.99671,,,,1359,19.2cm,45,1,Suppressed,35,20,,,,,Moraine State Park/Forest District 8; North County Club Rd.,,,,,,,,,,,,
JC2592,PA-10-7,Wild,Thomas Hall/ T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.96618,-79.99106,,,,1370,23.6cm,35-40,2,Suppressed,,30,,,,,Moraine State Park/Forest District 8; North County Club Rd.,Upland,,,,,,,,,,,
JC2593,PA-10-6,Wild,Thomas Hall/ T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.9675,-79.98792,,,,1277,19.5cm,30,1,Intermediate,40,,,,,,Moraine State Park/Forest District 8,upland/mixed use; agricultural/forest land,,,,,,,,,,,
JC2594,PA-10-4,Wild,Thomas Hall/ T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.96748,-79.98779,,,,1268,62.5cm,65-70,0,Co-Dominant,40,,,,,,Moraine State Park/Forest District 8,Lowland/Riparian,,,,,,,,,,,
JC2595,PA-10-3,Wild,Thomas Hall/ T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.96821,-80.98268,,,,1236,45.5cm,65,4,Co-Dominant,35,,,,,,Moraine State Park/Forest District 8,Lowland/Riparian,,,,,,,,,,,
JC2596,PA-10-9,Wild,Thomas Hall/ T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.96609,-79.99168,,,,1368,23.8cm,30,6,Suppressed,70,,,,,,Moraine State Park/Forest Districk 8;North Country Club Rd.,Upland/Edge of Woods; Agricultural Field,,,,,,,,,,,
JC2597,PA-10-10,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.96657,-79.99172,,,,,37.2cm,70,0,Co-Dominant,30,15,,,,,Moraine State Park/Forest District 8,upland forest/agricultural field,,,,,,,,,,,
JC2598,PA-10-1,Wild,Thomas Hall/ T Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.95975,-80.98939,,,,1335,56cm,35,1,Dominant,80,,,,,,"Moraine State Park/Forest District 8,Stamm Farm",upland,,,,,,,,,,,
JC2599,PA-64-2,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,C,C,,,,41.66401,-75.4053,,,,461,12,40,1,Intermediate,70,,,,,,"Wayne County, PA; Clinton Township, Grunksie Property",upland,,,,,,,,,,,
JC2600,PA-12-4,Wild,Thomas Hall/Tim Frontz,J. cinerea,"Cameron County, PA",12/10/2009,,,,,C,C,,,,41.40643,-78.00227,,,,1980,53.5cm,75-80,0,Co-Dominant,50,,,,,,"Cameron County,PA;Grove Township","upland, forest near ridge top",,,,,,,,,,,
JC2601,PA-17-1,Wild,Thomas Hall/Tim Frontz,J. cinerea,"Clearfield County, PA",12/8/2009,,,,,C,C,,,,41.23956,-78.42079,,,,1346,9.3cm,12,0,Intermediate,80,,,,,,"Clearfield County,PA; Lawrence County",upland,,,,,,,,,,,
JC2602,PA-10-11,Wild,Thomas Hall/Tim Frontz,J. cinerea,Butler Co PA,1/12/2010,,,,,C,C,,,,40.9647,-79.99585,,,,1355,35cm,35,2,Co-Dominant,70,15-20,,,,,Moraine State Park/Forest Districk 8;North Country Club Rd.,Upland/Agricultural Field Fence Row,,,,,,,,,,,
JC2603,PA-64-13,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,A,A,,,,41.53234,-75.27698,,,,403m,18.5,60,0,Co-Dominant,70,,,,,,"Wayne County, PA; Cherry Ridge TWP, Near Honesdale and Lake Wanoka",Upland residential,,,,,,,,,,,
JC2604,PA-64-12,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,A,A,,,,41.53236,-75.27679,,,,396m,21.5,60,0,Co-Dominant,70,,,,,,"Wayne County, PA; Cherry Ridge TWP, Near Honesdale and Lake Wanoka",Upland residential,,,,,,,,,,,
JC2605,PA-12-1,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,Cameron Co PA,,,,,,C,C,,,,41.47968,-78.10985,,,,2129,37.2cm,55-60,0,,,,,,,,"Cameron County,PA;LumberTownship, Elk State Forest Whitehead Run",,,,,,,,,,,,
JC2606,PA-43-2,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Mercer Co, PA",,,,,,A,A,,,,41.44595,-80.18129,,,,1212,77cm,30,,,,,,,,,"Mercer Co, Sandy Creek Township",Riparian,,,,,,,,,,,
JC2607,PA-64-1,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2010,,,,,C,C,,,,41.66354,-75.40515,,,,469m,16.3,40,14-Nov,Dominant,70,,,,,,"Wayne County, Clinton township",Farm with woodland,,,,,,,,,,,
JC2608,PA-64-9,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,C,C,,,,41.80244,-75.16796,,,,340m,15.7,45,0,Co-Dominant,70,,,,,,"Wayne County, PA Manchester TWP, Little Equinunk Creek",Riparian,,,,,,,,,,,
JC2609,PA-64-6,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,C,C,,,,41.8026,-75.16785,,,,343m,12.8,45,3,Co-Dominant,70,,,,,,"Wayne County, PA Manchester TWP, Little Equinunk Creek",Riparian,,,,,,,,,,,
JC2610,PA-64-3,Wild,Thomas Hall/J Maza/Paul Reining,J. cinerea,"Wayne county, PA",12/8/2009,,,,,C,C,,,,41.66416,-75.40526,,,,467m,9.98cm,30,1,Suppressed,70,,,,,,"Wayne County, PA; Clinton Township, Grunksie Property","Upland, farm with woodland",,,,,,,,,,,
