SAMPLE ID,COLLECTION ID,Source,COLLECTOR,SUSPECTED SPECIES,PLACE COLLECTED,DATE COLLECTED,SUPP VARIETY,NEWHYBR,SSR p(JC),SSR p(JA),CAPS 2,CAPS 5,CAPS 7,CAPS 10,CAPS ALL,GPS 1,GPS 2,UTM ,X,Y,ELEVATION,DBH (in),HEIGHT (ft),# BOLE CANKERS,CROWN DIAM (ft),CROWN RATIO,CROWN DIEBACK (%),SLOPE,ASPECT,CANKER SCORE,NUTS ON GROUND,NOTES,NOTES 2,ALTERNATE COLLECTOR ID,ALTERNATE COLLECTOR ID 2,Date Extracted,Date ND'd/ Diluted,New Mass DNA,Old Mass DNA,,,,,
JC2416,LC20,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/14/2008,,,,,C (October 20 2009),,,C (October 20 2009),,35.0334371,-84.5978612,16,719132,3879389,,33,19.5,25,0.9,5,95,,,8,No,Sylco creek near a field,,,,,,104,,,,,,
JC2417,LC21,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/14/2008,,,,,C (October 20 2009),,,C (October 20 2009),,35.0326253,-84.5992002,16,719012,3879296,,22.9,12,9,3.42,40,25,,,6,No,Sylco creek near a field,,,,,,136.38,76,,,,,
JC2418,LC22,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/14/2008,,,,,x,,,x,,35.032633,-84.5991342,16,719018,3879297,,41.9,45,4,23.25,50,25,,,2,No,Upper sylco creek,,,,,,96.41,17,,,,,
JC2419,LC23,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/14/2008,,,,,C (October 20 2009),,,C (October 20 2009),,35.0327147,-84.5991647,16,719015,3879306,,25.4,24,16,9,20,70,,,7,No,Sylco creek,,,,,,30,,,,,,
JC2420,LC24,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/14/2008,,,,,C (October 20 2009),,,C (October 20 2009),,35.0326343,-84.5991999,16,719012,3879297,,22.9,15,5,3.18,30,10,,,3,No,Upper sylco creek,,,,,,52.73,81,,,,,
JC2421,LC25,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/14/2008,,,,,x,,,x,,35.0323904,-84.5991742,16,719015,3879270,,39.4,33,7,19.5,65,20,,,3,No,Upper sylco creek,,,,,,27,,,,,,
JC2422,LC26,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/15/2008,,,,,x,,,C (October 20 2009),,34.9972818,-84.5998171,16,719050,3875374,,43.2,46.5,6,7.98,70,20,,,3,No,On FS 222 in Sheeds creek drainage,,,,,,114,,,,,,
JC2423,LC27,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/15/2008,,,,,x,,,x,,34.9923522,-84.627391,16,716546,3874767,,102.9,81,5,10.95,60,10,,,3,yes,Forest Service rd 221,,,,,,83,,,,,,
JC2424,LC28,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/15/2008,,,,,x,,,x,,34.9921821,-84.6274507,16,716541,3874748,,53.3,51,4,7.77,40,20,,,2,No,Lower Cherokee NF,,,,,,90,,,,,,
JC2425,LC30,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/15/2008,,,,,x,,,x,,34.9916104,-84.6277191,16,716518,3874684,,129.5,69,2,17.37,70,10,,,2,No,Forest Service rd 221,,,,,,81,,,,,,
JC2426,LC34,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/19/2008,,,,,x,,,x,,35.0805381,-84.5828716,16,720373,3884647,,91.4,57,2,41.13,65,15,,,2,No,Sylco Creek off FS rd 302,,,,,,127,,,,,,
JC2427,LC38,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/19/2008,,,,,,,,,,35.0804023,-84.5823931,16,720417,3884633,,58.4,36,5,25.14,40,5,,,3,No,Sylco Creek,,,,,,55,,,,,,
JC2428,LC39,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/19/2008,,,,,,,,,,35.0801215,-84.5823246,16,720424,3884602,,142.2,51,9,44.34,45,40,,,5,No,Sylco Creek,,,,,,65,,,,,,
JC2429,LC41,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/19/2008,,,,,,,,,,35.0805085,-84.5818417,16,720467,3884646,,78.7,57,4,33.6,70,35,,,3,No,Sylco Creek,,,,,,490,,,,,,
JC2430,LC43,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/19/2008,,,,,,,,,,34.0895772,-84.6103504,16,720471,3774666,,127,72,9,37.95,35,20,,,4,No,Sylco Creek,,,,,,83,,,,,,
JC2431,LC44,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/19/2008,,,,,,,,,,34.0898804,-84.6101793,16,720486,3774700,,33,15,4,8.22,30,80,,,2,No,Sylco Creek,,,,,,92,,,,,,
JC2432,LC102 CC5,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/21/2008,,,,,,,,,,35.914947,-84.106909,16,761062,3978383,,131.8,75,10,50.46,30,25,,,.,No,Citco Campsite #5,,,,,,184,,,,,,
JC2433,LC103 CC5,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/21/2008,,,,,,,,,,35.4642503,-84.1231956,16,761058,3928333,,41.4,57,7,.,90,5,,,.,No,Lower Cherokee NF,,,,,,85,,,,,,
JC2434,LC104 CC5,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/21/2008,,,,,,,,,,35.4642463,-84.1230304,16,761073,3928333,,51.1,57,11,26.55,65,50,,,.,No,Citco Campsite #5,,,,,,32,,,,,,
JC2435,LC105 CC5,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/21/2008,,,,,,,,,,35.4644158,-84.1229583,16,761079,3928352,,30.2,40.5,14,19.83,85,30,,,.,No,Citco Campsite #5,,,,,,51,,,,,,
JC2436,LC110 CC5,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/21/2008,,,,,,,,,,35.4640485,-84.1230485,16,761072,3928311,,110.5,126,7,46.41,85,30,,,.,No,"Lower Cherokee, Citcoe Creek",,,,,,104,,,,,,
JC2437,LC111 ,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/21/2008,,,,,,,,,,35.4641007,-84.1229695,16,761079,3928317,,101.9,105,8,39.21,65,35,,,.,No,"Lower Cherokee, Citcoe Creek",,,,,,68,,,,,,
JC2438,LC112,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",5/21/2008,,,,,,,,,,35.468246,-84.1255871,16,760828,3928770,,67.1,75,4,29.16,90,5,,,.,No,"Lower Cherokee, Citcoe Creek",,,,,,78,,,,,,
JC2439,LC300 CC5,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",,,,,,,,,,,,,16,,,,.,.,,0,,,,,,,,,,,,,224,,,,,,
JC2440,LC1000,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",10/18/2008,,,,,,,,,,35.0324726,-84.5996869,16,718968,3879278,,39.6,48,7,4.32,15,90,,,.,No,"Sylco Creek, campsite",,,,,,85,,,,,,
JC2441,LC2000,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",10/18/2008,,,,,,,,,,35.0324733,-84.5997197,16,718965,3879278,,71.6,60,3,14.43,85,10,,,.,No,Sylco Creek,,,,,,76,,,,,,
JC2442,LC3000,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",10/18/2008,,,,,,,,,,35.0335187,-84.5983411,16,719088,3879397,,47.2,42,4,7.77,90,10,,,.,No,Lower Cherokee,,,,,,116,,,,,,
JC2443,LC4000,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",10/18/2008,,,,,,,,,,35.0324733,-84.5997197,16,718965,3879278,,32,15,15,.,.,.,,,.,No,Sylco Creek,,,,,,58,,,,,,
JC2444,LC5000 SC,Wild,Scott Schlarbaum,J. cinerea,"Cherokee NF, North Carolina",,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,2,,,,,,
JC2445,GMNF 146A,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,,,,,,43.3020472,-72.8276309,18,676199,4796649,,11.9,,1,,25,,,,,No,Just upslope from road to west. Candidate tree,,,,,,690,,,,,,
JC2446,GMNF 152,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.317635,-72.8069622,18,677830,4798424,,19,,0,,30,,,,,No,East of moses pond rd. Pu5 peabody hill sale. Comp 30 std 20. Candidate tree.,,,,,,680,,,,,,
JC2447,GMNF 154,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.3175538,-72.8069528,18,677831,4798415,,13,,1,,25,,,,,No,Trunk with crook. Crown getting crowded,,,,,,408,,,,,,
JC2448,GMNF 181A,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.940537,-72.8454391,18,672914,4867525,,13,,0,,30,,,,,No,Candidate tree. Small area of rich soil,,,,,,540,,,,,,
JC2449,GMNF 200,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8996292,-72.828039,18,674430,4863018,,13,,0,,30,,,,,No,Candidate tree. Conk and trunk swells,,,,,,565,,,,,,
JC2450,GMNF 213,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8823562,-72.8150614,18,675523,4861127,,16,,0,,30,,,,,No,Candidate tree. 100 feet west of powerline upslope,,,,,,685,,,,,,
JC2451,GMNF 216,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8809338,-72.813657,18,675640,4860972,,15,,0,,45,,,,,No,50 foot west of dirt road,,,,,,549,,,,,,
JC2452,GMNF 217,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8808509,-72.8135605,18,675648,4860963,,12,,0,,35,,,,,No,50 foot west of dirt road candidate tree,,,,,,517,,,,,,
JC2453,GMNF 218,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8820192,-72.8139161,18,675616,4861092,,13,,0,,30,,,,,No,"Candidate tree, 30 feet west upslope from road. ",,,,,,202,,,,,,
JC2454,GMNF 233,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8206515,-72.8129742,18,675872,4854278,,25,,1,,30,,,,,No,Candidate tree. Crown somewhat sparse. Extensive trunk rot,,,,,,695,,,,,,
JC2455,GMNF 242,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8247769,-72.8121271,18,675928,4854738,,15,,0,,40,,,,,No,Candidate tree. On west side of road at apple tree opening. Two 4 inch poles growing out of root stock,,,,,,474,,,,,,
JC2456,GMNF 243,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8244516,-72.8125369,18,675896,4854701,,18,,0,,35,,,,,No,Candidate tree. West side of road,,,,,,540,,,,,,
JC2457,GMNF 258,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8336239,-72.8161818,18,675576,4855712,,19,,1,,30,,,,,No,Candidate tree 30 feet west of snomobile trail,,,,,,980,,,,,,
JC2458,GMNF 259,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8335251,-72.8161979,18,675575,4855701,,18,,0,,20,,,,,No,Rotten cat face 20 feet up. Relatively canker free. Candidate tree,,,,,,640,,,,,,
JC2459,GMNF 289,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8422417,-72.8181438,18,675393,4856665,,17,,0,,15,,,,,No,Candidate tree. 70 feet upslope. West side of snomo trail,,,,,,498,,,,,,
JC2460,GMNF 290,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8420234,-72.8185001,18,675365,4856640,,27,,1,,25,,,,,No,Conks. Candidate tree. Double tree,,,,,,633,,,,,,
JC2461,GMNF 296,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/20/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.8419199,-72.8182675,18,675384,4856629,,19,,1,,15,,,,,No,Candidate tree. Bumps on trunk,,,,,,406,,,,,,
JC2462,GMNF 116,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/29/2009,,,,,,,,,,43.3014506,-72.8270357,18,676249,4796584,,10,,1,,15,,,,,No,Insect defoliation,,,,,,,,,,,,
JC2463,GMNF 124,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/29/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.313064,-72.9872821,18,663220,4797548,,7.8,,9,,35,,,,,No,"Elm cherry sumac. Aspen oak sugar red ash . Looks wet. Virginia waterleaf, baneberry",,,,,,334,,,,,,
JC2464,GMNF 125,Wild,Chris Casey,J. cinerea,Green Mountain NF,9/29/2009,,,,,C (October 20 2009),,,C (October 20 2009),,43.3127326,-72.9878973,18,663171,4797510,,10.9,,10,,15,,,,,No,"Mostly epicormic branches. Cherry, apple oak yellow sugar. Snakeroot. Basswood",,,,,,286,,,,,,
JC2465,JW1,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.577852,-79.4602605,17,634121,4271056,2859,12.9,30,0,,,,,,,,"a few healed scars, not sure if canker, one giant hole at base, not canker, some wood pecker and insect damage, good crown","slight slope, very rocky, plenty of light exposure",,,,,280,,,,,,
JC2466,JW2,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5763306,-79.4624281,17,633935,4270884,2910,15.6,35,0,,,,,,,,"one scar on trunk, a few scars in lower branches, otherwise tight bark and good crown","slight slope, very rocky, plenty of light exposure",,,,,248,,,,,,
JC2467,JW3,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5764765,-79.4625628,17,633923,4270900,2912,14.9,30,5+,,,,,,,,"crown half dead but cankers seem to be healing, good but not great light exposure","slight slope, very rocky, plenty of light exposure",,,,,496,,,,,,
JC2468,JW4,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5765747,-79.4624918,17,633929,4270911,2915,12.1,50,2+,,,,,,,,"good bark and crown, lots of leaves, but lots of grape vine",,,,,,424,,,,,,
JC2469,JW5,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5762064,-79.4618912,17,633982,4270871,2886,12.7,35,,,,,,,,,"raggedy bark with some holes, major damage to base of trunk but good crown and plenty of light",,,,,,508,,,,,,
JC2470,JW6,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.5761454,-79.4620532,17,633968,4270864,2906,12.1,30,0,,,,,,,,looks mostly dead with a thin crown,could be black but has monkey face,,,,,262.38,,,,,,
JC2471,JW7,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5760343,-79.461826,17,633988,4270852,2896,20.4,45,0,,,,,,,,"great health, edge of field with more open growing crown shape, looks very old",,,,,,243,,,,,,
JC2472,JW8,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5761385,-79.4615253,17,634014,4270864,2866,21.2,45,0,,,,,,,,"clean trunk, great crown","along ravine, has a split just above BH",,,,,383,,,,,,
JC2473,JW9,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5761778,-79.4610883,17,634052,4270869,2841,11,40,4?,,,,,,,,"some ragged bark and possibly healing scars- no black margin, good to great crown",,,,,,480,,,,,,
JC2474,JW10,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.5759903,-79.4612186,17,634041,4270848,2853,17.9,35,3,,,,,,,,"big scar at base, some possible canker on trunk, tight bark and good crown","edge of field above the ravine, lots of light",,,,,125,,,,,,
JC2475,JW11,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.575908,-79.4611285,17,634049,4270839,2849,11.4,27,4+,,,,,,,,some big continuous cankers and crown getting poor,right next to above tree,,,,,425,,,,,,
JC2476,JW12,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5757456,-79.4617977,17,633991,4270820,2898,10.2,20,3+,,,,,,,,"big cankers, bark not good, a little sickly looking, young",small tree along fence around the yard of the house,,,,,209,,,,,,
JC2477,JW13,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.5748601,-79.458878,17,634247,4270726,2822,10.5 and 9,20,0,,,,,,,,"crown ok to good, grape vine competition, two trunks, lots of woodpecker holes but no canker seen",right next to below tree on edge of road,,,,,437.7,,,,,,
JC2478,JW14,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5748697,-79.4589237,17,634243,4270727,2822,,,0,,,,,,,,"next to above tree, DBH and height not taken?",,,,,,307,,,,,,
JC2479,JW15,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5745908,-79.4589526,17,634241,4270696,2833,13.3,35,0,,,,,,,~100,"ok to good crown, some woodpecker damage but mostly healthy and no canker, very tight thin bark, many many nuts",three together by road in rocky pile,,,,,341,,,,,,
JC2480,JW16,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5746451,-79.4589744,17,634239,4270702,2837,13.9,35,0,,,,,,,~100,"ok to good crown, some woodpecker damage but mostly healthy and no canker, very tight thin bark, many many nuts",three together by road in rocky pile,,,,,465,,,,,,
JC2481,JW17,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5746454,-79.4589974,17,634237,4270702,2837,8.5,35,0,,,,,,,~100,"less healthy and smaller than the other two, ok crown but shading, some woodpecker damage but mostly healthy and no canker, very tight thin bark, many many nuts",three together by road in rocky pile,,,,,299,,,,,,
JC2482,JW18,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.5743543,-79.4587855,17,634256,4270670,2835,8 and 10,12,0,,,,,,,,"was once bigger but main trunk broke and is heavily damaged, not canker maybe wind, crown poor", edge of field and fence row,,,,,244.31,,,,,,
JC2483,JW19,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5743079,-79.4593719,17,634205,4270664,2846,10.2 and 11.1,15,0,,,,,,,,"short but good crown, no cankers, lots of new growth, will be open crown","edgel of pasture, covered in moss, double trunk",,,,,395,,,,,,
JC2484,JW20,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.5741,-79.4593189,17,634210,4270641,2856,13.5,15,0,,,,,,,50-100,"one main trunk dead but crown is good, some ragged bark, small and open grown at edge of field, less than 20 ft from above tree",,,,,,244.31,,,,,,
JC2485,JW21,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.5740383,-79.4594236,17,634201,4270634,2867,11.6,10,0,,,,,,,,"was once bigger but main trunk broke and is heavily damaged, not canker maybe wind, crown poor, lots ofwoodpecker holes",,,,,,279.59,,,,,,
JC2486,JW22,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,x,,38.5738329,-79.4595657,17,634189,4270611,2879,13,20,3+,,,,,,,10s,"no leaves on tree but seems healthy, branches are alive, several big but healed scars, no active canker",on big pile of rocks by side of road,,,,,146.54,,,,,,
JC2487,JW23,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5737644,-79.4598427,17,634165,4270603,2878,10.4,15,3+,,,,,,,,"no leaves on tree but seems healthy, branches are alive, several big but healed scars, no active canker, bit of rot on trunk, ok up top",,,,,,162,,,,,,
JC2488,JW24,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,,,,,,38.5732651,-79.4602436,17,634131,4270547,2902,6.1,15,0,,,,,,,,"sapling next to below tree, healthy with good growth",by road,,,,,221.39,,,,,,
JC2489,JW25,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,,,,,,38.5732733,-79.460186,17,634136,4270548,2899,12.4,20,0,,,,,,,,"healthy but lots of vines, next to above tree",by road,,,,,351.8,,,,,,
JC2490,JW26,Wild,"Sean Hoban, Tim McCleary, Jeannie Riggleman",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5701523,-79.4647522,17,633744,4270195,3009,"12.8, 9.4 and 13.0",50?,0,,,,,,,,"some vines but seemed healthy, hard to tell- in thick woods with vines","a mile or so up the road from the homestead, about 30 feet into the woods",,,,,498,,,,,,
JC2491,GW27,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.5978885,-79.1765562,17,658791,4273732,,11.4,25,0,,,,,,,,"by road on a very steep ravine, a clean trunk with good crown",a few shriveled nuts on the ground,,,,,348.5,,,,,,
JC2492,GW28,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978885,-79.1765562,17,658791,4273732,2509,8.2,40,many,,,,,,,,"not good bark, but good crown with leaves",,,,,,386,,,,,,
JC2493,GW29,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978619,-79.1754316,17,658889,4273731,2530,12 and 8,30,many,,,,,,,,"lots of grape vine problems, crown pretty good","two trunks, leaning towards road",,,,,202,,,,,,
JC2494,GW30,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978781,-79.1753164,17,658899,4273733,2531,6,25,many,,,,,,,,"lots of grape vine problems, crown pretty good",,,,,,341,,,,,,
JC2495,GW31,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978691,-79.1753166,17,658899,4273732,2529,4,25,many,,,,,,,,"lots of grape vine problems, crown pretty good",,,,,,340,,,,,,
JC2496,GW32,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978504,-79.1752712,17,658903,4273730,2520,4,25,many,,,,,,,,"lots of grape vine, poor crown",,,,,,162,,,,,,
JC2497,GW33,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978495,-79.1752138,17,658908,4273730,2519,several at 4,,many,,,,,,,,terrible,,,,,,646,,,,,,
JC2498,GW34,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5979021,-79.1751206,17,658916,4273736,2509,7 and 3,,many many,,,,,,,,"also poor, crown is ok, very tight bark covered in cankers",,,,,,255,,,,,,
JC2499,GW35,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,,,,,,,,35,many,,,,,,,,very poor trunk but good crown,,,,,,490,,,,,,
JC2500,GW36,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978951,-79.1746729,17,658955,4273736,2475,12.7,35,3,,,,,,,,"trunk much better, one half of crown dead but the rest ok",,,,,,295,,,,,,
JC2501,GW37,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5977705,-79.1759277,17,658846,4273720,2468,14.4,40,1,,,,,,,,"good crown, pretty healthy trunk",,,,,,381,,,,,,
JC2502,GW38,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,,,,,,,10,,many,,,,,,,,"one main branch dead, other half is poor",,,,,,206.66,,,,,,
JC2503,GW39,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,C (October 20 2009),,,C (October 20 2009),,38.5978246,-79.1759263,17,658846,4273726,2486,,,,,,,,,,,half dead and mostly covered in grape vines,,,,,,16,,,,,,
JC2504,GW40,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,"C (Dec 16, 2009)",,,C (October 20 2009),,38.5968417,-79.199731,17,656775,4273576,1913,4.5,30,0,,,,,,,,"straight clean trunk, young",by campsite,,,,,67,,,,,,
JC2505,GW41,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,10/8/2009,,,,,x,,,x,,,,,,,,12+,60,0,,,,,,,,"clean straight trunk, healthy and in canopy",in forest about 400 yards from campsite,,,,,601,,,,,,
JC2506,SH42,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,C (October 20 2009),,,C (October 20 2009),,38.7967292,-78.179532,17,744948,4297999,2547,10,30,0,,,,,,,,"very healthy tree, lots of leaves","by side of road on flat part, found randomly, not known",,SH1,,,596,,,,,,
JC2507,SH43,Wild,"Sean Hoban, Tim McCleary",J. cinerea,,,,,,,"C (Dec 16, 2009)",,,C (Dec 18 2009),,38.7905115,-78.1876972,17,744260,4297287,2731,15.6,45,0,,,,,,,,"no canker, plenty of new growth even though no leaves",side of road,INC 22,SH2,,,305.73,,,,,,
